id_empresa,nombre_empresa,id_empresa_bandera,direccion,localidad,provincia,region,latitud,longitud
102,M.P.C.I. S.A.,20,RUTA 3 KM. 298,AZUL,BUENOS AIRES,Pampeana,-36.78817,-59.8347
104,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,4,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Noreste,-27.448803,-58.98882
105,LAS SIERRAS S.R.L,1,RUTA 36 Y ACCESO 005,RIO CUARTO,CORDOBA,Centro,-33.08114,-64.33998
107,MACHAGAI COMBUSTIBLES SRL,2,M.MORENO Y 25 DE MAYO,MACHAGAY,CHACO,Noreste,-26.9247,-60.04693
108,JACQUELIN O Y CARIGNANO J S DE HECHO,2,GENERAL LOPEZ 433,WHEELWRIGHT,SANTA FE,Centro,-33.791755919248,-61.2066785958557
109,AGROMARE SRL,2,CALLE 29 Y DIAGONAL 61,VERONICA,BUENOS AIRES,Pampeana,-35.3903,-57.33949
110,AGROMARE SRL,2,RUTA 36 KM 121,VIEYTES,BUENOS AIRES,Pampeana,-35.27978,-57.57332
111,PAREDES Y CIA. S.C.,2,RIVADAVIA 1104,ESQUEL,CHUBUT,Patagonia,-42.9131,-71.31945
113,CASACOM S.A.,2,AV. VENEZUELA 4693,VILLA LUZURIAGA,BUENOS AIRES,Pampeana,-34.684115,-58.592343
115,P. & H. SRL,1,AV. 25 DE MAYO 2450,RESISTENCIA,CHACO,Noreste,-27.43418,-59.00773
117,SERVICENTRO LOS VALLES SRL,2,DIEGO DE ROJAS Y TUPAC AMARU S/N,TAFI DEL VALLE,TUCUMAN,Cuyo,-26.85519,-65.70955
119,GUSTAVO JULIAN Y MIGUEL A ZUAIN,26,ruta nacional Nº 22 Km 999,CHOELE CHOEL,RIO NEGRO,Patagonia,-39.27121,-65.67066
120,GUSTAVO JULIAN Y MIGUEL A ZUAIN,28,REPUBLICA ARGENTINA 345 Nº 345,CHOELE CHOEL,RIO NEGRO,Patagonia,-39.289246,-65.664537
121,JACQUELIN Y CARIGNANO,1,SAN MARTIN 502,WHEELWRIGHT,SANTA FE,Centro,-33.79317,-61.21256
123,SERVICENTRO LOS VALLES SRL,2,RUTA 307 KM 51 (EL MOLLAR),TAFI DEL VALLE,TUCUMAN,Cuyo,-26.936247,-65.675995
125,LOS PUENTES SRL,2,RUTA 144 KM 01,SAN RAFAEL,MENDOZA,Cuyo,-34.65159,-68.38028
126,LA VEGA S.A.,2,RUTA 234 KM. 66,SAN MARTIN DE LOS ANDES,NEUQUEN,Patagonia,-40.13641,-71.28796
130,COMBUSTIBLES VAZQUEZ HNOS. S.R.L.,28,AV. ENTRE RIOS 1102,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.62168,-58.39136
133,ENDAPLA S.A.,28,AV SAN MARTIN 910,GDOR. BAIGORRIA,SANTA FE,Centro,-32.86234,-60.701866
135,GALVAN REY SERGIO ALEJANDRO,2,MATIENZO ESQ. VICENTE LOPEZ Y PLANES,CONCEPCION,TUCUMAN,Cuyo,-27.34913,-65.60624
136,ESTACION DE SERVICIO LAURENCENA SRL,4,LAURENCENA 98,PARANA,ENTRE RIOS,Centro,-31.7223,-60.51522
138,RUBO S.A.,1,LAT. OESTE DE AV. CIRCUNV. 1095 SUR,SANTA LUCIA,SAN JUAN,Cuyo,-31.54527,-68.50526
139,CV SRL,26,Ruta 259 3.50,ESQUEL,CHUBUT,Patagonia,-42.90752,-71.28829
140,LA HORQUETA S.A.,6,España 448,SAN NICOLAS,BUENOS AIRES,Pampeana,-33.33944,-60.21764
143,COMBUSTIBLES NUEVO CUYO S.R.L.,2,COMANDANTE CABOT OESTE 623,SAN JUAN,SAN JUAN,Cuyo,-31.55735,-68.53374
144,SI SRL,2,AV ALBERDI 1102,ROSARIO,SANTA FE,Centro,-32.91504,-60.68541
145,MAIPU RIO S.R.L.,2,SAN MARTIN 998,RIO CUARTO,CORDOBA,Centro,-33.12088,-64.35804
146,RODRIGUEZ FLORENCIO DOMINGO,2,BLANDENGUES 205,SAN MIGUEL DEL MONTE,BUENOS AIRES,Pampeana,-35.43964,-58.80169
147,RUBO S.A.,28,BENAVIDES ESQUINA TUCUMÁN,CHIMBAS,SAN JUAN,Cuyo,-31.50872,-68.52467
148,J&P S.A.,2,AV. LIBERTADOR GRAL. SAN MARTIN OESTE 1407,SAN JUAN,SAN JUAN,Cuyo,-31.53305,-68.54669
149,PETROSAN S.A.,2,LIBERTAD 2520,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,Noroeste,-27.801325,-64.282014
151,PARADOR SIGLO XXI SRL,28,RUTA PCIAL NRO 13  NRO 1324,VILLA DEL ROSARIO,CORDOBA,Centro,-31.564589,-63.530203
152,PROINCO SA,2,AV. LA PLATA 901,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.62599,-58.4272
153,ESTACION DE SERVICIO GRAL LAS HERAS SRL,2,ROCA 518,LAS HERAS,MENDOZA,Cuyo,-32.85188,-68.84037
154,LUIS ALONSO Y CIA. S.C.C.,2,RUTA 22 - KM. 858,RIO COLORADO,RIO NEGRO,Patagonia,-38.9829,-64.1113
155,ZARCAM S.A.,2,AV. GALLESIO 786 y Calle Hipólito Yrigoyen (esquina),ZARATE,BUENOS AIRES,Pampeana,-34.10649,-59.02958
156,ESTACION PORTO S.R.L.,1,AV.ALEM 1802,SAN MIGUEL DE TUCUMAN,TUCUMAN,Cuyo,-26.8531,-65.22399
158,GAMVER GAS SA,1,AV. GENERAL PAZ 7499,JOSE INGENIEROS,BUENOS AIRES,Pampeana,-34.61817,-58.53166
159,MECANAGRO CHACO S.A.C.I.F.,4,MORENO 400,SAENZ PEÑA,CHACO,Noreste,-26.7891,-60.44225
161,PETROSAM S R L,2,RUTA 8 KM 649,SAMPACHO,CORDOBA,Centro,-33.39122,-64.72264
162,JORGE CARLOS MACARIO,2,BORGNA 525,CLUCELLAS,SANTA FE,Centro,-31.45732,-61.71008
163,ESTACION DE SERVICIO LAURENCENA SRL,4,AV. RAMIREZ 4410,PARANA,ENTRE RIOS,Centro,-31.761629,-60.522309
164,ESTACION DE SERVICIO FLORENCIA S.R.L.,2,GRAL. GUEMES 4,SALTA,SALTA,Noroeste,-24.78667,-65.40282
165,COOPERATIVA DE ELECTRICIDAD Y SERVICIOS ANEXOS DE LA ZONA SUR DEL PARTIDO DE 25 DE MAYO LIMITADA,1,CALLE 35 N° 847,25 DE MAYO,BUENOS AIRES,Pampeana,-35.425,-60.16962
166,ASENSIO E HIJO Y PULLEY S.R.L.,2,MONTEVERDE 3552,BURZACO,BUENOS AIRES,Pampeana,-34.83209,-58.41225
167,PASCUALITO S.A.,29,CARHUE 996,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.649702,-58.524011
170,VERSALLES MULTISERVICE SRL,4,IRIGOYEN 1260,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.628799,-58.516089
171,"GUERRERO,GUERRERO Y FRONTERA S.A.",2,PRESIDENTE PERON 6902,MARTIN CORONADO,BUENOS AIRES,Pampeana,-34.58844,-58.59248
172,EL CURVON SRL,2,"RUTA NACIONAL N° 9  KM 41,5",BENAVIDEZ,BUENOS AIRES,Pampeana,-34.40728,-58.7298
173,LAFECOM S.A.,2,AV ANTARTIDA ARGENTINA 7191,ISIDRO CASANOVA,BUENOS AIRES,Pampeana,-34.73875,-58.56426
174,LAFECOM S.A.,2,AV GRAL ROJO 5285,G. LAFERRERE,BUENOS AIRES,Pampeana,-34.75821,-58.60953
175,HERLAUPA S.A.,28,AV SAN MARTIN 4600,VILLA INSUPERABLE,BUENOS AIRES,Pampeana,-34.6792,-58.5218
176,ALLUB HERMANOS S.R.L.,2,ALEM 6/42,PALMIRA,MENDOZA,Cuyo,-33.05051,-68.56452
178,PASCUA S.A.,28,AV. PRINGLES 2233,OLAVARRIA,BUENOS AIRES,Pampeana,-36.90143,-60.32246
179,ALLUB HERMANOS SRL,2,RUTA 7 KM 941,LA DORMIDA,MENDOZA,Cuyo,-33.33967,-67.90993
180,VALLE 16 DE OCTUBRE SH,26,RUTA 259 ESQ RHIS THOMAS,TREVELIN,CHUBUT,Patagonia,-43.073408,-71.460581
182,DOUTDES S.A.,26,AV. LA PLATA 1601,QUILMES,BUENOS AIRES,Pampeana,-34.736901,-58.277766
183,ALLUB HERMANOS SRL,2,URQUIZA Y MORENO,RUSELL,MENDOZA,Cuyo,-33.00112,-68.75743
184,ESTACIÓN DE SERVICIO Y.P.F CENTRO CONESA,2,SAN MARTIN Nº 465,GRAL. CONESA,RIO NEGRO,Patagonia,-40.10527,-64.4542
187,PERILLI HNOS S.R.L.,1,Bernardo de Irigoyen 181,CONCORDIA,ENTRE RIOS,Centro,-31.396878,-58.022773
189,PUERTA SA,26,Avenida Quaranta 4150,POSADAS,MISIONES,Noreste,-27.40198,-55.92174
195,PUERTA SA,26,Avenida uruguay 3794,POSADAS,MISIONES,Noreste,-27.38403,-55.90018
197,RICARDO RISATTI S.A.C.I.F.,2,RUTA NAC. 7 Y ACCESO 0,LABOULAYE,CORDOBA,Centro,-34.14491,-63.39136
198,RICARDO RISATTI S.A.C.I.F.,2,RUTA NACIONAL 35 Y ACCESO NORTE,HUINCA RENACO,CORDOBA,Centro,-34.80629,-64.37075
201,ATILU SERVICIOS S.R.L.,6,AV BELGRANO 3540,S.M. DE TUCUMAN,TUCUMAN,Cuyo,-26.80958,-65.24794
203,EDGARDOYEDDAD´ONOFRIOS.R.L.,2,SAN MARTÍN 714,URANGA,SANTA FE,Centro,-33.26428,-60.70532
205,ICARDI Y BREZZO S. H.,2,AV. SAN MARTIN 204,MATTALDI,CORDOBA,Centro,-34.47879,-64.17414
207,PEDRO PABLO BELTRAMO,2,AV CORDOBA 151,ARRIBEÑOS,BUENOS AIRES,Pampeana,-34.20868,-61.35795
210,DOS MIL S.A.,2,AV. DEMETRIO HREÑUK Km. 54,APOSTOLES,MISIONES,Noreste,-27.9152,-55.7384
212,DOS MIL S.A.,1,RUTA PROVINCIAL 105 34,SAN JOSE,MISIONES,Noreste,-27.74575,-55.78205
213,PASCUA S.A.,4,GENERAL PAZ Y LAMADRID,OLAVARRIA,BUENOS AIRES,Pampeana,-36.896,-60.32157
214,EDUARDO MATEOS SRL,4,ACCESO NORTE Y PÚBLICA 805,PARANA,ENTRE RIOS,Centro,-31.732873,-60.456294
215,PASCUA S.A.,28,25 DE MAYO 1610,OLAVARRIA,BUENOS AIRES,Pampeana,-36.904279,-60.329203
216,ARMANDO MARCUZZI SRL,2,AV URUGUAY 695,VILLA CARLOS PAZ,CORDOBA,Centro,-31.41625,-64.49375
217,PASCUA S.A.,4,calle 106 2755,OLAVARRIA,BUENOS AIRES,Pampeana,-36.87727,-60.30231
218,EL JAGUEL SA,2,RUTA NACIONAL 34 KM 1135,GRAL. GUEMES,SALTA,Noroeste,-24.68763,-65.04547
221,LEANDRO QUINZAÑOS E HIJOS S.R.L.,1,Belgrano 301,VILLA DOLORES,CORDOBA,Centro,-31.945022,-65.186309
222,PETROGAS LUJAN S.A.,28,Bv. Oroño 5059,ROSARIO,SANTA FE,Centro,-32.99714,-60.66491
223,EDUARDO MATEOS SRL,4,ILLIA391 ESQ. GUALEGUAYCHÚ,PARANA,ENTRE RIOS,Centro,-31.737744,-60.526945
224,ESSO SERVICENTRO DE AMADO F. BOLATTI,26,"Ruta 23 Km 10,55",SUARDI,SANTA FE,Centro,-30.536566,-61.951968
225,SAENZ PEÑA COMBUSTIBLES SAC,2,BELGRANO 199,SAENZ PEÑA,CHACO,Noreste,-26.79205,-60.44076
227,SUCESORES DE LUIS S.A. TRAVERSO S. H.,1,caseros 1100,NOGOYA,ENTRE RIOS,Centro,-32.397771,-59.789718
228,ROSSETTI RAFAEL DOMINGO,1,Ruta 6 km 185,ROSARIO DEL TALA,ENTRE RIOS,Centro,-32.36515,-59.30798
229,SUCESORES DE LUIS S.A. TRAVERSO S. H.,4,avellaneda y ruta 12 0,NOGOYA,ENTRE RIOS,Centro,-32.385948,-59.787786
230,PETROLERA SAENZ PEÑA SC,4,CDTE.FERNANDEZ 127,SAENZ PEÑA,CHACO,Noreste,-26.80423,-60.45
231,SUCESORES DE LUIS S.A. TRAVERSO S. H.,4,españa y 9 de julio sin numero,NOGOYA,ENTRE RIOS,Centro,-32.39234,-59.78721
238,P. & H. SRL,1,AV. SOBERANIA NACIONAL 435,RESISTENCIA,CHACO,Noreste,-27.47377,-59.00404
239,P. & H. SRL,1,AV. SAN MARTIN Y ROSARIO S/N,PUERTO VILELAS,CHACO,Noreste,-27.51023,-58.94163
240,ANIBAL L Y JUAN C. MASSA,2,AV SAN MARTIN 217,AMEGHINO,BUENOS AIRES,Pampeana,-34.84565,-62.46596
241,TECNO VALLE S.R.L.,28,CHAMPLEAUX S/N,BELTRAN,RIO NEGRO,Patagonia,-39.31095,-65.7553
242,P. & H. SRL,1,AV. ALVEAR 1580,RESISTENCIA,CHACO,Noreste,-27.44477,-59.007536
243,CARNEVALE ROBERTO Y/O RABITTI JOSE S.H.,2,RUTA  NAC. 34 KM 53,TOTORAS,SANTA FE,Centro,-32.60896,-61.1606
244,E.S.A.,2,"RUTA NACIONAL Nº 12 KM Nº 1361,5",CANDELARIA,MISIONES,Noreste,-27.47166,-55.74543
245,"CORTONA, PAMELA",1,RUTA 4 Y 11,CHAZON,CORDOBA,Centro,-33.08564,-63.2728
246,DIAGONAL DON BOSCO SRL,2,Rawson (sur) 745,SAN JUAN,SAN JUAN,Cuyo,-31.54251,-68.51454
247,LOGRACOMB S.A.,4,RUTA 200 KM. 35,MERLO,BUENOS AIRES,Pampeana,-34.685575,-58.763434
249,MATI SA,1,VICENTE LÒPEZ Y AVELLANEDA,LA BANDA,SANTIAGO DEL ESTERO,Noroeste,-27.736796,-64.242975
250,PETROMAX,4,RUTA NACIONAL 40 KM 154,POCITOS,SAN JUAN,Cuyo,-31.64328,-68.53842
251,EDUARDO CIRO DEL VALLE MORALES,2,Ruta Nacional Nª 38 km 587,CATAMARCA,CATAMARCA,Noroeste,-28.44959,-65.72266
252,ALTO DEL MIRADOR SRL,1,BRIG.JUAN MANUEL DE ROSAS 299,LOMAS DEL MIRADOR,BUENOS AIRES,Pampeana,-34.663585,-58.522247
255,"BALDOVINO, MIGUEL JOSÉ",2,Ruta Nacional n° 8 455,CANALS,CORDOBA,Centro,-33.53294,-62.86955
256,PUERTA SA,1,ALVEAR 862,APOSTOLES,MISIONES,Noreste,-27.915189,-55.752353
257,"OLIVA, JORGE CARLOS",28,Maipú y Malvinas 0,CANALS,CORDOBA,Centro,-33.559373,-62.875148
258,PUERTA SA,26,BELGRANO 541,APOSTOLES,MISIONES,Noreste,-27.917119,-55.756528
259,SIMON DREISPIEL SA,2,Av. Gdor Antonio Ruiz 2260,CORRIENTES,CORRIENTES,Noreste,-27.467161,-58.821191
260,RIVERA INDARTE NORTE SRL,2,TRIUNVIRATO 1239,RAMOS MEJIA,BUENOS AIRES,Pampeana,-34.65074,-58.57627
262,BIANCHI S.C.,2,Belgrano sud 1481,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,Noroeste,-27.79879,-64.25411
263,ASENSIO E HIJO Y PULLEY S.R.L.,2,MONTEVERDE 3445,BURZACO,BUENOS AIRES,Pampeana,-34.83252,-58.41306
264,"MAGLIANO, MERCEDES R.",2,GRAL. PAZ 618,MIRAMAR,CORDOBA,Centro,-30.9209451867427,-62.676343757077
265,"SALVATORI, ADALBERTO OSCAR",6,RUTA NACIONAL Nº 8 KM 279,COLON,BUENOS AIRES,Pampeana,-33.885825,-61.128525
266,BASSO HNOS S.A.,2,AVDA.J.B.JUSTO 2035,MAR DEL PLATA,BUENOS AIRES,Pampeana,-38.02633,-57.56094
267,BASSO HNOS S.A.,2,AVDA.M.DE HOZ 301,MAR DEL PLATA,BUENOS AIRES,Pampeana,-38.04369,-57.54414
270,LA BLANCA S.R.L.,2,Ovidio Lagos 5271,ROSARIO,SANTA FE,Centro,-32.99506,-60.67384
271,ALONSO ISIDORO JOSE,2,RUTA PROV. 50 Y MITRE Nº 200,FRAY LUIS BELTRAN,MENDOZA,Cuyo,-33.00897,-68.65004
272,"MACCHI, ALBERTO LUIS",2,Calle 48 y 19 906,COLON,BUENOS AIRES,Pampeana,-33.89387,-61.09924
273,RUBO S.A.,2,lateral circunvalacion 20,RAWSON,SAN JUAN,Cuyo,-31.5666,-68.53378
274,RUBO S.A.,1,REPÚBLICA DEL LÍBANO 1205 OESTE,RAWSON,SAN JUAN,Cuyo,-31.56261,-68.545053
276,PACRISVA S.A.,2,J. M. PAZ 2975,ITUZAINGO,BUENOS AIRES,Pampeana,-34.63002,-58.68835
277,MONFRAN  S.R.L.,2,AVENIDA  FRANCIA  1620,ROSARIO,SANTA FE,Centro,-32.95127,-60.66815
278,MARIA JOSE Y GUILLERMO F. ARAMBURU S.H.,2,BELGRANO 621,FELICIANO,ENTRE RIOS,Centro,-30.384103,-58.760371
279,ESTACIÓN DE SERVICIO GENERAL MOSCONI S.R.L.,2,LEANDRO ALEM 52,GUALEGUAY,ENTRE RIOS,Centro,-33.1464,-59.31432
280,CARLOS PESSI SRL,2,RAUL B. DIAZ 175,SANTA ROSA,LA PAMPA,Pampeana,-36.61517,-64.29012
281,CARLOS PESSI SRL,2,RUTA 35 KM 322,SANTA ROSA,LA PAMPA,Pampeana,-36.66172,-64.28369
282,LANIN GAS S.R.L.,1,AV. SAN MARTIN 4604/16,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.597735,-58.484293
283,AMBAS S.A.,1,CRISOLOGO LARRALDE 2685/95,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.55031,-58.470947
284,CARLOS PESSI SRL,2,BALCARCE Y LAVALLE,GRAL. ACHA,LA PAMPA,Pampeana,-37.37302,-64.60021
285,PANAMERICANA SRL,2,Av San Martin 5316,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.59724,-58.49309
287,CARLOS PESSI SRL,2,RUTA 35 Y RUTA 152,PADRE BUODO,LA PAMPA,Pampeana,-37.30678,-64.28856
288,PETROPAT SRL,2,JOSE INGENIEROS 380,COMODORO RIVADAVIA,CHUBUT,Patagonia,-45.8176,-67.45735
289,CARLOS PESSI SRL,2,SARMIENTO Y RODRIGUEZ PEÑA,INTENDENTE ALVEAR,LA PAMPA,Pampeana,-35.23535,-63.59297
291,EMPRENDIMIENTOS DEL RIO S.R.L.,6,Av. Juan Perón 264,LA CALERA,CORDOBA,Centro,-31.349342,-64.33693
292,GESE INVERSIONES S.A.,28,RUTA NACIONAL N° 12 Y CALLE GUALEGUAY,NOGOYA,ENTRE RIOS,Centro,-32.37796,-59.79407
294,COMPAÑIA PETROLERA COPSA SA,1,JOAQUIN V. GONZALEZ 1285,GODOY CRUZ,MENDOZA,Cuyo,-32.93776,-68.85827
295,SUCESORES DE ROBERTO SAMÁN SRL,2,20 DE FEBRERO Y C. GAUNA,EL CARRIL,SALTA,Noroeste,-25.07385,-65.49706
296,HUGO J.FRAPPA Y RAMON A.MOINE S.R.L.,2,SAN MARTIN 287,DESPEÑADEROS,CORDOBA,Centro,-31.8184,-64.28904
298,COMPAÑIA PETROLERA COPSA SA,1,SUIPACHA 701,MENDOZA,MENDOZA,Cuyo,-32.87682,-68.85656
300,REYES HERMANOS S.R.L.,2,RUTA NACIONAL Nº 40 - SALICAS 3995,SALICAS,LA RIOJA,Noroeste,-28.37175,-67.07191667
303,KOMO SAICI,2,RUTA 8 Nº 5050 o KM. 18,SAN MARTIN,BUENOS AIRES,Pampeana,-34.56414,-58.57438
304,ARGGAS SA,2,JUAN B JUSTO 4611,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.60896,-58.46511
305,ANTONIO CARGNEL E HIJOS S C,2,LIBERTAD 249,SEGUI,ENTRE RIOS,Centro,-31.9570549904004,-60.1243298551559
309,ESTACION DE SERVICIO UNIVERSO SRL,28,AVDA. COLON 3380,CORDOBA,CORDOBA,Centro,-31.400924,-64.22458
314,AUTOMOVIL CLUB ARGENTINO,2,BLAS PARERA 3899 AU. PANAMERICANA Y DEBENEDETTI (ACCESO NORTE I),OLIVOS,BUENOS AIRES,Pampeana,-34.51205,-58.5213
322,LA ESTACION DE CURUZU S.R.L.,4,CAA GUAZU Y GOBERNADOR GOMEZ S/N,CURUZU CUATIA,CORRIENTES,Noreste,-29.7894721650598,-58.0521062874459
326,POMPEYA GAS S.A.,2,Av Francisco Fernandez de la Cruz 900,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.64353,-58.42332
331,BRAGADO GAS SRL,1,BRAGADO 6001,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.653877,-58.503274
334,PARADOR ROBLES SRL,2,RUTA 8KM 78,PARADA ROBLES,BUENOS AIRES,Pampeana,-34.37305,-59.13262
336,COMPAÑIA PETROLERA COPSA SA,1,CARLOS ARROYO Y J. M. PAZ,CARLOS CASARES,BUENOS AIRES,Pampeana,-35.62695,-61.36678
348,ABELLA Y ALONSO S.R.L.,1,MORENO 1701,VILLA  BALLESTER,BUENOS AIRES,Pampeana,-34.533377,-58.557665
351,SANLOCOM SRL,1,RUTA 11 ESQ CONGRESO,SAN LORENZO,SANTA FE,Centro,-32.7634,-60.7327
354,COMPAÑIA PETROLERA COPSA SA,1,REMEDIOS DE ESCALADA 868,DORREGO,MENDOZA,Cuyo,-32.905053,-68.830616
361,AUTOMOVIL CLUB ARGENTINO,2,AV.DEL LIBERTADOR 1850,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.58289,-58.4
363,MAVISUR SA,4,MARIANO CASTEX 425 EZEIZA,EZEIZA,BUENOS AIRES,Pampeana,-34.850193,-58.504845
364,SANLOCOM SRL,24,RUTA 11 E HIPOLITO IRIGOYEN,GDOR. BAIGORRIA,SANTA FE,Centro,-32.845589,-60.70686
369,"UNION AGRICOLA DE AVELLANEDA, COOP. LTDA.",2,SAN MARTIN 785,AVELLANEDA,SANTA FE,Centro,-29.11767,-59.65515
370,AUTOMOVIL CLUB ARGENTINO,2,echeverria 3901,MUNRO,BUENOS AIRES,Pampeana,-34.51364,-58.52396
371,ECONORTE SA,4,RUTA 26 Nº2537,ESCOBAR,BUENOS AIRES,Pampeana,-34.405606,-58.769884
373,AUTOMOVIL CLUB ARGENTINO,2,AUTOP.BUEN AYRE Y PANAMERICANA,BANCALARI,BUENOS AIRES,Pampeana,-34.50553,-58.58936
375,AUTOMOVIL CLUB ARGENTINO,2,AUTOP.BUEN AYRE Y PANAMERICANA,JOSE LEON SUAREZ,BUENOS AIRES,Pampeana,-34.50563,-58.59015
381,MARTIN BARROCAS Y CIA S.R.L,2,RUTA 9 KM 49.5 ESQ AV 25 DE MAYO,ESCOBAR,BUENOS AIRES,Pampeana,-34.35627,-58.79687
382,MAURER & GRUMELLI S.R.L.,2,MIRANDA 5317,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.62606,-58.50969
383,MADEGAS SA,29,AV. PTE PERON 6575,ROSARIO,SANTA FE,Centro,-32.96758,-60.71009
385,ESTACIÓN DE SERVICIO LAS FLORES SRL,2,Av Velez Sarsfield 3474,CORDOBA,CORDOBA,Centro,-31.45027,-64.20023
390,LEBEN GAS SA,4,CAÑADA DE JUAN RUIZ 510,CASTELAR,BUENOS AIRES,Pampeana,-34.6433,-58.62566
391,PETROLERA BANDERA S.R.L.,2,RUTA 98 KM 288.5,BANDERA,SANTIAGO DEL ESTERO,Noroeste,-28.8938739791217,-62.2651281626129
400,SERVICENTRO ZANNI S.R.L.,28,Almafuerte 1680,PARANA,ENTRE RIOS,Centro,-31.75546,-60.497235
405,PETROLERA BANDERA S.R.L.,2,SAN MARTIN S/N,LOS JURIES,SANTIAGO DEL ESTERO,Noroeste,-28.46122,-62.10594
413,EL ALAMO S.R.L.,2,RUTA NAC. 3  KM. 2235,PUERTO SAN JULIAN,SANTA CRUZ,Patagonia,-49.29628,-67.78323
425,PARADOR FIGHIERA SRL,6,AUT. ARAMBURU KM 260,FIGHIERA,SANTA FE,Centro,-33.20262,-60.4917
427,HUGO J.FRAPPA Y RAMON A. MOINE S.R.L.,2,RUTA 36  KM.49.5,DESPEÑADEROS,CORDOBA,Centro,-31.81008,-64.30742
429,MARTÍN EDUARDO VALLE,2,RUTA 92 Y ACCESO A LOS TELARES,LOS TELARES,SANTIAGO DEL ESTERO,Noroeste,-28.98675,-63.43565
432,GNC DE MORON SA,2,HIPOLITO IRIGOYEN 988,MORON,BUENOS AIRES,Pampeana,-34.66067,-58.62273
433,VATESU SOCIEDAD ANÓNIMA,28,AVENIDA HIPOLITO YRIGOYEN 13405,ADROGUE,BUENOS AIRES,Pampeana,-34.810578,-58.401001
439,VECINO Y CIA. S.R.L.,2,REMEDIOS DE ESCALADA 2101,VALENTIN ALSINA,BUENOS AIRES,Pampeana,-34.67931,-58.404202
445,CARLOS C. GADEA E HIJOS S.A.,2,AV. ARTURO ILLIA 1225,SANTA ROSA,LA PAMPA,Pampeana,-36.61807,-64.26432
448,LA NUEVA S.R.L.,1,Ruta Nacional 14 Km. 328,CHAJARI,ENTRE RIOS,Centro,-30.75673,-58.02032
449,DEGEDE SA,24,AV.LA PLATA Y LAMADRID,QUILMES,BUENOS AIRES,Pampeana,-34.722983,-58.287314
454,CARLOS LORENZO TISOCCO Y CIA. S.R.L.,4,Avda. Leandro N. Alem 2000,CHAJARI,ENTRE RIOS,Centro,-30.760931,-57.997352
459,TODO GAS S.A.,1,66 Nro. 2757 Esq. 150 66 Nro. 2757 Esq. 150,LA PLATA,BUENOS AIRES,Pampeana,-34.966945,-57.979556
464,ESTACION  MONTE GRANDE SA,2,BOULEVARD BUENOS AIRES 1413,E. ECHEVERRIA,BUENOS AIRES,Pampeana,-34.81017,-58.44812
468,ALBERTO RAFAEL ALT Y HÉCTOR JOSÉ ALT S.H.,2,AV.BELGRANO Y AV.SAN JUAN BOSCO s/n,ALTA GRACIA,CORDOBA,Centro,-31.65878,-64.42772
470,BAHIA DEL OESTE SOCIEDAD ANÓNIMA,1,RIVADAVIA AVDA 22298,ITUZAINGO,BUENOS AIRES,Pampeana,-34.66243,-58.67396
471,ALT ALBERTO R. Y ALT HÉCTOR J. S.H.,26,RUTA 5 Km 29,ALTA GRACIA,CORDOBA,Centro,-31.668229,-64.410139
472,ALT ALBERTO R. Y ALT HÉCTOR J. S.H.,4,AV. HIPÓLITO YRIGOYEN Y RUTA N° 5,ALTA GRACIA,CORDOBA,Centro,-31.651071,-64.407949
473,ALT ALBERTO R. Y ALT HÉCTOR J. S.H.,1,GABINO EZEIZA 150,ALTA GRACIA,CORDOBA,Centro,-31.660043,-64.409964
474,AUTOMÓVIL CLUB ARGENTINO,2,ruta nac 40 km 1237,CACHI,SALTA,Noroeste,-25.12386,-66.16447
475,CUBA SA,2,AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Pampeana,-34.50666,-58.68471
476,AUTOMÓVIL CLUB ARGENTINO,2,RUTA NAC. N° 8 - KM. N° 455,CANALS,CORDOBA,Centro,-33.53326,-62.86858
478,J . L. GAMBA HNOS S DE H,2,Iriondo 599,RECONQUISTA,SANTA FE,Centro,-29.148,-59.64388
479,ELVIO CANDELARIO YBAÑEZ,2,GOBERNADOR BARRAZA 11,AÑATUYA,SANTIAGO DEL ESTERO,Noroeste,-28.45755,-62.83934
480,HERMES Y WALTER GUARESCHI S.R.L.,2,AVENIDA AMÉRICA 272,VILLA ASCAZUBI,CORDOBA,Centro,-32.165283,-63.896578
