id_empresa,nombre_empresa,id_empresa_bandera,direccion,localidad,provincia,region,latitud,longitud
3098,VICCEL SRL,26,CAMINO GENERAL BELGRANO 14,VILLA ELISA,BUENOS AIRES,Pampeana,-34.86928,-58.09709
3100,SUPER SERVICIOS S.A.,2,AV. LIBERTADOR 5002,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.56364,-58.43717
3101,EL MÁSTIL SH,2,GARIBALDI Nº 1,CNEL. SUAREZ,BUENOS AIRES,Pampeana,-37.46095,-61.93721
3102,SUR ATLANTIC OIL S.A.,2,RUTA Nº 3 2404,PIEDRA BUENA,SANTA CRUZ,Patagonia,-49.97979,-68.92874
3104,GNC LOS AMIGOS S.A.,1,AV.DE LOS CONSTITUYENTES 4480,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.582446,-58.491817
3105,AGROABASTO S.R.L.,6,CALLE PUBLICA S/Nº,CORDOBA,CORDOBA,Centro,-31.39034,-64.1123
3107,BANESTO S.A,2,Avenida Avelino Rolon 2488,BOULOGNE,BUENOS AIRES,Pampeana,-34.5131,-58.56743
3110,G.N.C. GESELL SRL,28,AV. INTERMEDANOS 77,PINAMAR,BUENOS AIRES,Pampeana,-37.1077,-56.87666
3112,OCTANO S.A.,2,san martin sur 575,GODOY CRUZ,MENDOZA,Cuyo,-32.9306,-68.85006
3115,COREY S.A.,26,Av. Hipolito Yrigoyen 18519,LONGCHAMPS,BUENOS AIRES,Pampeana,-34.86253,-58.38978
3116,HOROFE GAS S.R.L.,28,BLAS PARERA 5728,SANTA FE,SANTA FE,Centro,-31.610681,-60.718559
3117,DEGA  S.A.,1,AV. 13 Nº 1839 ESQ. CALLE 520 0,LA PLATA,BUENOS AIRES,Pampeana,-34.896004,-57.98906
3127,SALFACO S.A.,1,LIMA 1097,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.620699,-58.381639
3130,LOS COLORES MAGICOS S.A.,1,AV. PTE. PERON 4700,SAN MARTIN,BUENOS AIRES,Pampeana,-34.57878,-58.55157
3131,DANIEL A SOLER Y OTROS SOC DE HECHO,4,SAN MARTIN 99,DAIREAUX,BUENOS AIRES,Pampeana,-36.602422,-61.749623
3132,DANIEL A SOLER Y OTROS SOC DE HECHO,4,"RUTA PROVINCIAL 65 KM 86,5",DAIREAUX,BUENOS AIRES,Pampeana,-36.55256,-61.73602
3134,G.N.C. CAFER S.A.,1,RUTA 3 KM. 596,CNEL. DORREGO,BUENOS AIRES,Pampeana,-38.745403,-61.305948
3137,AS & S.A.,2,LAS HERAS 43,SAN MARTIN,MENDOZA,Cuyo,-33.08458,-68.47208
3142,GALACTIC S.A.,2,AVENIDA SABATTINI 1802,RIO CUARTO,CORDOBA,Centro,-33.133731,-64.352734
3143,SERVI FE S.R.L.,2,AVDA. EVA PERON 4899 Y OLIVERA,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.6575,-58.47865
3144,PETROLERA VILLA MINETTI S.R.L.,1,AVDA.SAN MARTIN 1273,VILLA MINETTI,SANTA FE,Centro,-28.618855,-61.622931
3148,MASSA HECTOR PEDRO,2,BV. COLÒN 408,FIRMAT,SANTA FE,Centro,-33.46481,-61.48672
3149,CABRERA OSCAR JORGE,2,AUTOPISTA SUR KM 804,S.M. DE TUCUMAN,TUCUMAN,Cuyo,-26.86563,-65.19824
3150,G.N.C. CARLOS PAZ S.R.L.,1,AV.SAN MARTIN ESQ.GOB.ORTIZ HERRERA,VILLA CARLOS PAZ,CORDOBA,Centro,-31.403914,-64.472808
3151,SORBONA COMBUSTIBLES S.A.,4,AV. SPINETTO 320,SANTA ROSA,LA PAMPA,Pampeana,-36.612924,-64.280959
3152,MASSA HECTOR PEDRO,2,SANTA FE 105,CHOVET,SANTA FE,Centro,-33.60159,-61.60611
3153,"IACONO,  RAFAEL",2,RAMON FRANCO Nº 6287,WILDE,BUENOS AIRES,Pampeana,-34.69876,-58.30951
3154,DANIEL ANTONIO SOLER,4,RUTA NACIONAL 226 KM 400,BOLIVAR,BUENOS AIRES,Pampeana,-36.240025,-61.124035
3157,MACIA JOSE RAMON,4,America 236,VILLA  BALLESTER,BUENOS AIRES,Pampeana,-34.555781,-58.552008
3158,GEOGAS S.R.L.,2,Jujuy 2450,SAN MIGUEL DE TUCUMAN,TUCUMAN,Cuyo,-26.861957,-65.219441
3159,EL JUMEAL SRL,2,AV.ILLIA 1020,CATAMARCA,CATAMARCA,Noroeste,-28.46074,-65.80091
3163,DÍAZ CARLOS ALBERTO,30,Av San Martin 7861,LA REJA,BUENOS AIRES,Pampeana,-34.630746,-58.856544
3164,UNIGAS S.A.,1,SAN MIGUEL 701,LAS HERAS,MENDOZA,Cuyo,-32.85886,-68.84226
3172,DEVOTO STATION SA,4,Av. Chiclana 3702,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.637932,-58.416276
3174,ESTACION GNC DISTROLUBE SRL,2,ACCESO ESTE Y RODRIGUEZ PEÑA,COQUIMBITO,MENDOZA,Cuyo,-32.950478,-68.723297
3176,MARIA CRISTINA FALCON DE GLOSS,28,ARISTOBULO DEL VALLE 593,SAN PEDRO,JUJUY,Noroeste,-24.234166,-64.864538
3179,PROVENESCO S.A.,2,AV. EVA PERÒN 6030,ROSARIO,SANTA FE,Centro,-32.93416,-60.70508
3181,SCHELLER HNOS. S.R.L.,1,9 DE JULIO 873,GOYA,CORRIENTES,Noreste,-29.14451,-59.25876
3182,IACONO JUAN,2,REGIMIENTO DE PATRICIOS 1171,EZEIZA,BUENOS AIRES,Pampeana,-34.8781,-58.55242
3183,QUARIN Y CIA SRL,2,TAPIA Y AVDA. RIVADAVIA,TRES ALGARROBOS,BUENOS AIRES,Pampeana,-35.19585,-62.77524
3184,EL ALAMO S.C.A.,3,Ruta nacional numero 7 Kilometro 259,JUNIN,BUENOS AIRES,Pampeana,-34.61105,-60.95844
3185,SERVICIOS PILAR S.A.,2,NAZARRE Y CASTRO,PILAR,BUENOS AIRES,Pampeana,-34.46332,-58.91279
3186,MARIA CRISTINA FALCON DE GLOSS,1,"RUTA PROVINCIAL 1 - KM. 1,5",SANTA CLARA,JUJUY,Noroeste,-24.273466,-64.70814
3192,GNC SAN JOSE S.A.,1,AV.TRIUNVIRATO 3098,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.584293,-58.466179
3198,GNC THAMES S.A.,2,Acceso Norte 1952,BOULOGNE,BUENOS AIRES,Pampeana,-34.50091,-58.54691
3199,SANCHEZ LUIS Y MIGUEL,2,MEDOZA 6421,ROSARIO,SANTA FE,Centro,-32.9404,-60.7093
3200,ESTACIÓN BELGRANO S.A.,24,Belgrano 515,LA PAZ,ENTRE RIOS,Centro,-30.737792,-59.641364
3202,PETRONOR SRL,2,AV. 25 DE MAYO 601,RESISTENCIA,CHACO,Noreste,-27.44651,-58.99211
3203,INVERSORA SA,2,Ruta Nac. 12 6601,POSADAS,MISIONES,Noreste,-27.40897,-55.90186
3204,SERVICIOS PILAR S.A.,2,ruta 28 y fitz roy s/n,PILAR,BUENOS AIRES,Pampeana,-34.46834,-58.91723
3205,ESTACION DE SERVICIO DE COLORES S.R.L.,28,SEGUI AL 1500,LLAVALLOL,BUENOS AIRES,Pampeana,-34.8127,-58.42201
3206,ERGON S.A.,1,25 DE MAYO 511,DORREGO,MENDOZA,Cuyo,-32.897974,-68.828539
3208,CHOUSAL E IACOPETTI S.A.,2,AV.EVA PERON 1399,TEMPERLEY,BUENOS AIRES,Pampeana,-34.77023,-58.3784
3209,S.D.P S.A.,29,MAZA 3029,GRAL. GUTIERREZ,MENDOZA,Cuyo,-32.94999,-68.78707
3210,ROTONDA S.A,26,FLEMING 802,MARTINEZ,BUENOS AIRES,Pampeana,-34.489862,-58.524312
3211,DAMARRA S.R.L.,1,RUTA 2 KM 274.5,MAIPU,BUENOS AIRES,Pampeana,-36.857376,-57.871615
3212,URDININEA S.A.,1,AV. ALVAREZ THOMAS 2392,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.577387,-58.47525
3214,LICAFRA S.A.,26,AV. MITRE 5525,WILDE,BUENOS AIRES,Pampeana,-34.69806,-58.3253
3216,AUTOSUR RÍ­O GRANDE S.A. (APIES 1888),2,ELCANO 850,RIO GRANDE,TIERRA DEL FUEGO,Patagonia,-53.78247,-67.69527
3217,PASCUAL PERRONE,29,AVELLANEDA 3701 Y EX COMBATIENTE JUAN REGUERA,VIRREYES,BUENOS AIRES,Pampeana,-34.46075,-58.57318
3220,ALVAREZ JONTE 6296 S.R.L.,1,ALVAREZ JONTE 6296,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.632822,-58.520051
3222,REPRESENTACIONES AL.SA.GA.S.R.L.,6,JJOSE MARIA MORENO 1302,LANUS,BUENOS AIRES,Pampeana,-34.70065,-58.40978
3224,TUNESSI Y CIA S.C.,2,MORENO 307,ALGARROBO,BUENOS AIRES,Pampeana,-38.89443,-63.13782
3225,MACCIONE HNOS S.H.,2,AV. PTE. PERON 3245,HAEDO,BUENOS AIRES,Pampeana,-34.63463,-58.60828
3227,AUTOSUR RÍO GRANDE S.A. (APIES 1887),2,AV. SAN MARTÍN 519,RIO GRANDE,TIERRA DEL FUEGO,Patagonia,-53.7866934237849,-67.7008273368296
3228,AUTOSUR RÍ­O GRANDE S.A. (APIES 1886),2,ISLAS MALVINAS 830,RIO GRANDE,TIERRA DEL FUEGO,Patagonia,-53.78036,-67.71667
3230,LUZARDO HNOS S.R.L.,4,CNO. CENTENARIO ESQ. 51,VILLA ELISA,BUENOS AIRES,Pampeana,-34.850743,-58.088587
3231,GAS AUTO S.R.L.,1,RUTA PANAMERICANA Nº 2478/80/92 ESQ.G.CRUZ,BOULOGNE,BUENOS AIRES,Pampeana,-34.499072,-58.552276
3232,DORA M. DEL VALLE SANCHEZ,7,PADRE CURA BROCHERO 308,CORDOBA,CORDOBA,Centro,-31.39029,-64.1758
3233,GASOIL SRL,26,AV. HIPOLITO YRIGOYEN 5450,REMEDIOS DE ESCALADA,BUENOS AIRES,Pampeana,-34.71792,-58.3937
3236,JORGE ALBERTO CASO S.A.,1,SARMIENTO E IRLANDA,SAN PEDRO,BUENOS AIRES,Pampeana,-33.6918,-59.6694
3238,ALSIGAS S.A.,1,REMEDIOS DE ESCALADA DE SAN MARTIN 3589,VALENTIN ALSINA,BUENOS AIRES,Pampeana,-34.669528,-58.41579
3239,REICHEL FERNANDO RENE,1,J O DWYER 196,GRAL. GALARZA,ENTRE RIOS,Centro,-32.71924,-59.39084
3240,FARMEX SAIC,2,AV MAIPU 999,VICENTE LOPEZ,BUENOS AIRES,Pampeana,-34.52892,-58.48058
3241,ESTACION RAWSON S.R.L.,2,MODESTA DIAZ DE QUINTANA Y L. FERRARI,RAWSON,CHUBUT,Patagonia,-43.30346,-65.09284
3247,ESTACION DE SERVICIOS LA COCHA SRL,2,RUTA 38 KM.1424,LA COCHA,TUCUMAN,Cuyo,-27.77265,-65.5852
3253,ALCOR SERVICE S.A.,26,AMANCIO ALCORTA 500,BOULOGNE,BUENOS AIRES,Pampeana,-34.52183,-58.56324
3254,GNC FERRARI SRL,26,AV.CALLE REAL 494,MERLO,BUENOS AIRES,Pampeana,-34.675844,-58.716534
3256,SANTA CLARA S.R.L,2,RIVADAVIA OESTE 590,SAN JUAN,SAN JUAN,Cuyo,-31.53757,-68.53478
3258,PUESTO VIEJO S.R.L,2,Avenida Libertad 625,NONO,CORDOBA,Centro,-31.79165,-65.00059
3259,GNC MERLO NORTE S.R.L.,17,CORDOBA 1097,MERLO,BUENOS AIRES,Pampeana,-34.663945,-58.733846
3260,PETROLAUQUEN S.A.,1,RUTA NACIONAL N°5 KM 446,TRENQUE LAUQUEN,BUENOS AIRES,Pampeana,-36.000212,-62.720079
3262,RUTA 12 S.A.,26,"RUTA 12 KM. 78,500",CAMPANA,BUENOS AIRES,Pampeana,-34.16538,-58.97712
3264,RADZIUSZ PABLO Y RADZIUSZ GABRIEL,2,AV. JUAN B. JUSTO Nº 7099,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.62673,-58.491
3268,GNC SANTO TOME S.R.L.,4,RUTA 11 FTE.AEROPUERTO,SAUCE VIEJO,SANTA FE,Centro,-31.708663,-60.803636
3274,PETROGAR SRL,1,RUTA 94 Y MISIONES (PROLONGACION),CORZUELA,CHACO,Noreste,-26.9677,-60.96051
3275,FURFANTO SA,26,ALVEAR Y RUTA NAC. 8 RUTA NAC. 8 112.500,SAN ANTONIO DE ARECO,BUENOS AIRES,Pampeana,-34.246265,-59.46213
3277,FABIO LEANDRO VISCONTI,6,RUTA PROVINCIAL 4 Y MARIANO MORENO,SAN CRISTOBAL,SANTA FE,Centro,-30.32052,-61.22939
3280,ITAL GAS S.A.,4,AV. SAN MARTÍN 1050,LANUS,BUENOS AIRES,Pampeana,-34.685976,-58.397208
3281,MANCINI HUGO LIBERO A.,2,RUTA 280 S 23,COLONIA ALDAO,SANTA FE,Centro,-30.97566,-61.74182
3283,ROGAS S.R.L.,1,SAN MARTIN 38,ONCATIVO,CORDOBA,Centro,-31.907892,-63.687693
3284,ITAL NAF S.A.,4,AV. 25 DE MAYO 2073,LANUS,BUENOS AIRES,Pampeana,-34.697435,-58.42142
3287,DORA I. SUAREZ DE FERREIRO,2,ITALIA Y UNZUE,SALLIQUELO,BUENOS AIRES,Pampeana,-36.7531,-62.95898
3289,RUANO HNOS,4,AVDA CENTENARIO  1282,PEYRANO,SANTA FE,Centro,-33.535689,-60.797127
3292,GEMINIS SA,2,AV. PARAGUAY 2250,SALTA,SALTA,Noroeste,-24.81553,-65.42439
3293,GAVIOT MAURICIO Y JESSER HUGO,2,RUTA ACCESO KM.1,GRAL. SAN MARTIN,LA PAMPA,Pampeana,-37.97303,-63.59715
3295,GEMINIS SA,1,AV. HIPOLITO YRIGOYEN 631,SALTA,SALTA,Noroeste,-24.797719,-65.397796
3296,BASILE JUAN JOSE,30,RUTA 65 Y ACCESO LOS TOLDOS,LOS TOLDOS,BUENOS AIRES,Pampeana,-34.99373,-61.01099
3297,GEMINIS SA,2,SAN MARTIN ESQ. TENIENTE IBAÑEZ,GRAL. GUEMES,SALTA,Noroeste,-24.67493,-65.05001
3300,BENITEZ PEDRO ROGELIO,2,PRINGLES S/N,LA PAZ,CORDOBA,Centro,-32.21669,-65.05022
3302,ROSINOLE  S.R.L.,2,RICARDO BALBIN 9390,MARIANO ACOSTA,BUENOS AIRES,Pampeana,-34.72374,-58.79146
3304,BOZ ALBERTO Y BEATRIZ VIGLIANO S H,4,RUTA NAC. Nº 11 - KM 423,CORONDA,SANTA FE,Centro,-31.966772,-60.925294
3308,MELIPAL S.A.,26,AV. PEÑALOZA 820,LA RIOJA,LA RIOJA,Noroeste,-29.403514,-66.844882
3310,G.N.P. S.R.L.,2,Centenario 1878,ITUZAINGO,CORRIENTES,Noreste,-27.58881,-56.68928
3311,BOZ ALBERTO Y VIGLIANO BEATRIZ SH,1,LISANDRO DE LA TORRE 2490,CORONDA,SANTA FE,Centro,-31.97941,-60.92842
3314,ESTACIONAMIENTOS TIGRE S A,2,AVDA:LARRALDE 2073     TIGRE,TIGRE,BUENOS AIRES,Pampeana,-34.44103,-58.58436
3317,VICTOM S.A.,4,EVA PERON  4763,ROSARIO,SANTA FE,Centro,-32.937626,-60.688421
3321,FLORIPO S.A.,2,COLECTORA OESTE KM. 28300 Y BELGRANO,DON TORCUATO,BUENOS AIRES,Pampeana,-34.48267,-58.63606
3323,HIJOS DE ROGELIO NARDI SRL,26,BV. ROGELIO NARDI 20,ARTEAGA,SANTA FE,Centro,-33.08977,-61.78649
3327,"BASILE MARINA,BASILE MARIO, BASILE LISANDRO",6,SAN MARTIN 1014,LOS TOLDOS,BUENOS AIRES,Pampeana,-34.999996,-61.039886
3328,DEL CAMPO COMBUSTIBLES SRL.,2,AVENIDA 25 DE MAYO 833,VILLA ANGELA,CHACO,Noreste,-27.570329,-60.711443
3329,CRI-COR S.H.,1,SAN MARTIN  423,BENITO JUAREZ,BUENOS AIRES,Pampeana,-37.6811,-59.81447
3330,GOMEZ DE MARTINEZ S Y OTRAS,2,Av.Larrazabal 801,CAPITAL FEDERAL,CAPITAL FEDERAL,Pampeana,-34.64713,-58.50761
3333,BONIFACIO SRL,28,ACC. RUTA PROV. 65 Y RUTA PROV. 86,DAIREAUX,BUENOS AIRES,Pampeana,-36.56653,-61.75135
3336,COOP. AGRICOLA TAMBERA DE  JAMES CRAIK LTDA.,2,"RUTA NACIONAL Nº 9 KM 592,8",JAMES CRAIK,CORDOBA,Centro,-32.16696,-63.46079
3337,ESTACION DE SERVICIOS LA ESTANCIA S.A.,2,RUTA 7 KM 97 - SAN ANDRES DE GILES,SAN ANDRES DE GILES,BUENOS AIRES,Pampeana,-34.46928,-59.38908
3339,HUGO RAUL LOPEZ Y CIA. S.C.,4,Avda. Pte. Peron 1002,VILLA MARIA,CORDOBA,Centro,-32.417421,-63.229656
3340,SERVICENTRO ESSO DE ROGELIO LILLINI E HIJOS,26,9 DE JULIO 957,SAN JOSE DE LA ESQUINA,SANTA FE,Centro,-33.1079070914557,-61.7024532592774
3341,HUGO RAUL LOPEZ Y CIA. S.C.,4,RUTA NAC. N7 KM. 779,JUANA KOSLAY,SAN LUIS,Cuyo,-33.305856,-66.253025
3342,MENCHINI HNOS. S.A.,4,AV LAFINUR 890,SAN LUIS,SAN LUIS,Cuyo,-33.301476,-66.346793
3344,HUGO RAUL LOPEZ Y CIA. S.C.,4,GENERAL PAZ 113,VILLA MARIA,CORDOBA,Centro,-32.41014,-63.24464
3348,"VARELA, SARTORI Y SARTORI S.H.",1,RUTA 200 Y TAGLE,MARIANO ACOSTA,BUENOS AIRES,Pampeana,-34.72092,-58.78981
3351,"SEGURA, LUIS ANGEL",1,RUTA 92 Y QUINTANA,TUNUYAN,MENDOZA,Cuyo,-33.60479,-69.10395
3352,MARIA CRISTINA GALAN,2,RUTA 5 KM 496,PELLEGRINI,BUENOS AIRES,Pampeana,-36.27599,-63.15166
3357,OIL PETRO SALSIPUEDES SRL,1,AV. SAN MARTIN 124,SALSIPUEDES,CORDOBA,Centro,-31.1373,-64.29673
3358,BEST & BEST SRL,2,AV. FONTANA Y AV. AMEGHINO,ESQUEL,CHUBUT,Patagonia,-42.91421,-71.31584
3360,MARIA CRISTINA GALAN,1,QUINTANA Y PUEYRREDON,PELLEGRINI,BUENOS AIRES,Pampeana,-36.26825,-63.15941
3361,GERVASONI MARCELO C. Y ROJAS JOSE ALFONSO S.H.,28,CALLE COLECTORA 1038,EL TREBOL,SANTA FE,Centro,-32.197683,-61.71226
3362,CATALAN MARCOS SEBASTIAN,2,RUTA 21 Y CACIQUE PURRAN,LONCOPUE,NEUQUEN,Patagonia,-38.076476,-70.613375
3363,BRAVO ANISILDO ANGEL,1,MARTIN FIERRO 151,LAS VARILLAS,CORDOBA,Centro,-31.868337,-62.708913
3364,PATTERSON PEDRO ISMAEL,4,SENADOR MORON 2375,BELLA VISTA,BUENOS AIRES,Pampeana,-34.57277,-58.69191
3366,CORIMAYO S.R.L.,4,AV. ESPORA 350,ADROGUE,BUENOS AIRES,Pampeana,-34.791891,-58.389099
3368,MAUSER S.R.L.,4,BOULEVARD BUENOS AIRES 2042,LUIS GUILLON,BUENOS AIRES,Pampeana,-34.805439,-58.440598
3369,ANA MARIA FARRONI DE GIARDINA E HIJA,4,AV. DE MAYO 2690,SAN JUSTO,BUENOS AIRES,Pampeana,-34.66875,-58.56077
3371,ELOSEGUI HNOS. S.A.,2,FERNANDEZ ORO 400,CIPOLLETTI,RIO NEGRO,Patagonia,-38.9411,-67.99682
3372,TRIVI SACACIFIYE,28,AV 122 ESQ 46,ENSENADA,BUENOS AIRES,Pampeana,-34.8981,-57.93922
3375,KILOMETRO 352 S.R.L.,2,JUAN BAUTISTA ALBERDI 908,CARCARAÑA,SANTA FE,Centro,-32.86138,-61.15872
3376,ESTACION DE SERVICIO AUTOPISTA S.R.L.,2,AUTOPISTA ARAMBURU KM 256,FIGHIERA,SANTA FE,Centro,-33.22834,-60.46054
3377,TRIVI SACACIFIYE,28,AVDA. MITRE 505,BERAZATEGUI,BUENOS AIRES,Pampeana,-34.752691,-58.215585
3378,CENTROIL SRL,20,PAVÓN 2128,GERLI,BUENOS AIRES,Pampeana,-34.682441,-58.385153
3380,MONTES G-GARGIULO LUIS S.H.,7,162 1600,BERISSO,BUENOS AIRES,Pampeana,-34.878657,-57.879361
3381,IBERA S.R.L.,1,INDEPENDENCIA E IRIGOYEN,SANTO TOME,CORRIENTES,Noreste,-28.54887,-56.04374
3382,MARIA ANTONIA ALABERT DE INSFRAN,2,Av.Peru y Av. del Libertador 99,GRAL. BELGRANO,FORMOSA,Noreste,-24.94204,-59.02703
3383,DILUBCO SRL,4,PADRE VARVELLO ESQ. SGO. DEL ESTERO,PASO DEL REY,BUENOS AIRES,Pampeana,-34.63741,-58.73756
3384,SERVMARQUEZ S.R.L.,1,Av Marquez 4115,JOSE LEON SUAREZ,BUENOS AIRES,Pampeana,-34.54496,-58.58172
3386,MARIA ANTONIA ALABERT DE INSFRAN,2,RUTA NAC.81 Y RUTA PROV. 23,PALO SANTO,FORMOSA,Noreste,-25.55839,-59.32833
3390,CMF SA,26,CALLE 7 Y 85,LA PLATA,BUENOS AIRES,Pampeana,-34.94092,-57.91425
3391,VICTOR HUGO MALAISI,2,AV. RAWSON (N) 1829,SAN JUAN,SAN JUAN,Cuyo,-31.50994,-68.5171
3392,CARLOS JOSE GABAGLIO E HIJOS SA,4,PEDRO C. MOLINA 478,ALMAFUERTE,CORDOBA,Centro,-32.194381,-64.252274
3393,JOSE DI TONDO E HIJOS S.H.,4,RIVADAVIA 2799,SANTA FE,SANTA FE,Centro,-31.643876,-60.703682
3394,SHELL CENTER,4,AV. RICARDO BALBIN 2568,SAN MIGUEL,BUENOS AIRES,Pampeana,-34.55232,-58.72308
3397,JOSE DI TONDO E HIJOS S.H.,4,AVENIDA FREYRE 2499,SANTA FE,SANTA FE,Centro,-31.644152,-60.718383
3399,PEGORIN Y CÍA. S.R.L.,1,RUTA 14 KM. 13,PIÑERO,SANTA FE,Centro,-33.09544,-60.79344
3403,PETROCAPITAL S.R.L.,2,RUTA 35 KM. 329,SANTA ROSA,LA PAMPA,Pampeana,-36.59126,-64.28179
3405,ARROYITO SERVCIOS S.A,26,RUTA NACIONAL Nº 19 KM 222,ARROYITO,CORDOBA,Centro,-31.42185,-63.03726
3407,COSTANTINI Y CIA. S.A.,2,Ruta Nac.No.07 353,IRIARTE,BUENOS AIRES,Pampeana,-34.42963,-61.94769
3408,COOPERATIVA AGROPECUARIA DE MALABRIGO LTDA,26,SARMIENTO 1215,MALABRIGO,SANTA FE,Centro,-29.351245,-59.969982
3410,ESTACION DE SERVICIO MITRE,28,AV. ALVEAR 195,GRAL. ARENALES,BUENOS AIRES,Pampeana,-34.30205,-61.30405
3411,MACH HNOS. S.A.,1,Molina Arrotea 1702,LOMAS DE ZAMORA,BUENOS AIRES,Pampeana,-34.76625,-58.4235
3412,ROSARIO DUAL SA,26,Bv Segui 4088,ROSARIO,SANTA FE,Centro,-32.97165,-60.68695
3413,SAVI S.A.,1,25 DE MAYO 749,AZUL,BUENOS AIRES,Pampeana,-36.78144,-59.862217
3416,MARCELO E. HOFFMANN E HIJOS S.A.,4,29 DE SEPTIEMBRE 249,GRAL. RAMIREZ,ENTRE RIOS,Centro,-32.17473,-60.19479
3417,ROSARIO DUAL SA,2,RUTA 33 KM 849,PEREZ,SANTA FE,Centro,-32.98029,-60.73683
3419,SAVI S.A.,1,25 DE MAYO 352,AZUL,BUENOS AIRES,Pampeana,-36.776006,-59.856317
3420,G.N.C.CENTRO S.R.L.,4,SAN LORENZO 302 Y LAPRIDA,CONCORDIA,ENTRE RIOS,Centro,-31.38454,-58.02131
3421,MARCELO E. HOFFMANN E HIJOS S.A.,1,AV. SAN MARTÍN Nº 180,RAMIREZ,ENTRE RIOS,Centro,-32.17375,-60.19792
3422,BOTTAZZINI JORGE BRUNERO ANA BOTTAZZINI MIGUEL SH,4,CALLE 32 Y 10 N° 996,SANTA TERESITA,BUENOS AIRES,Pampeana,-36.534437,-56.703133
3423,G.N.C.CENTRO S.R.L.,4,Entre Rios 1126,CONCORDIA,ENTRE RIOS,Centro,-31.38851,-58.01696
3425,FERMIN O. BAZTERRECHEA S.C.,20,12 781,LA PLATA,BUENOS AIRES,Pampeana,-34.918346,-57.956557
3429,PETROTRELEW S.A.,2,25 DE MAYO 501,TRELEW,CHUBUT,Patagonia,-43.25364,-65.31338
3431,TRAVESIA DUAL S.R.L.,4,Albert Sabin 476 bis,ROSARIO,SANTA FE,Centro,-32.922755,-60.684638
3438,PETROBRAS NORTE,28,PEDRO DERBES Y DOMECQ GARCÌA,PUERTO MADRYN,CHUBUT,Patagonia,-42.75729,-65.03904
3439,AZUL COMBUSTIBLES S.A.,4,RUTA NAC Nº 11 Y BV. BELGRANO,CALCHAQUI,SANTA FE,Centro,-29.88865,-60.28032
3442,AVENIDA S.R.L.,4,PRINGLES Y CONSTITUCIÓN,CHARATA,CHACO,Noreste,-27.225825,-61.186991
3444,G.N.C. GESELL SRL,2,AV SAN BERNARDO 786,SAN BERNARDO,BUENOS AIRES,Pampeana,-36.68674,-56.68542
3445,"CAMACHO, CAMACHO, VILLASENIN S.A",2,HIPOLITO YRIGOYEN 10548,TEMPERLEY,BUENOS AIRES,Pampeana,-34.7811,-58.40625
3446,IMHOFF SRL,2,DEL VISO Y R.S.PEÑA 4000,BIALET MASSE,CORDOBA,Centro,-31.31629,-64.46174
3448,ALVEAR I GAS S.R.L.,1,ALVEAR 1,ROSARIO,SANTA FE,Centro,-32.934305,-60.652178
3449,ROBERTO MALAGUARNERA,4,Eva Peron 6702,ROSARIO,SANTA FE,Centro,-32.932646,-60.713266
3450,AMARU SRL (GALCAP SRL),4,A. Reyes Catolicos 1490,SALTA,SALTA,Noroeste,-24.77095,-65.397606
3452,JOSE CIPRIANO S.A.,1,AV. SAN MARTIN N° 1313,FLORENCIO VARELA,BUENOS AIRES,Pampeana,-34.78957,-58.27835
3454,SUCESORES DE ANGEL ALFARO  S.R.L.,4,PLAZA ESPAÑA 187,LA PLATA,BUENOS AIRES,Pampeana,-34.92568,-57.93377
3458,ROBERTO MALAGUARNERA,4,AV. DE CIRCUNVALACION 25 DE MAYO 721 Bis,ROSARIO,SANTA FE,Centro,-32.920304,-60.724794
3459,"LEURINO, NEGRO Y DONNET S.R.L.",2,3 DE FEBRERO 1515,ESPERANZA,SANTA FE,Centro,-31.44735,-60.93012
3462,"EYRAS HUGO, EYRAS ARIEL, MONTINA MARCOS Y MONTINA CAROLINA",1,Jorge Newbery 522 bis,GALVEZ,SANTA FE,Centro,-32.036795,-61.20125
3464,MARIA ANTONIA ALABERT DE INSFRAN,26,RUTA NAC. 11 Y RUTA NAC. 81,FORMOSA,FORMOSA,Noreste,-26.11513,-58.22837
3465,VILLA GNC S.R.L.,4,SAN MARTÍN 3106,VILLA CONSTITUCION,SANTA FE,Centro,-33.241591,-60.316289
3467,FRANCISCO MONTIEL S.A.,2,BELGRANO 70,LIBERTADOR GRAL. SAN MARTIN,JUJUY,Noroeste,-23.79763,-64.78707
3468,PRODUCCION S.A.,2,AVENIDA ROCA 1773,SAN MIGUEL DE TUCUMAN,TUCUMAN,Cuyo,-26.83905,-65.22744
3470,DILUBCO SRL,4,MUNOZ 2301,SAN MIGUEL,BUENOS AIRES,Pampeana,-34.533706,-58.718242
3471,ADELQUI R. MASAT Y MIGUEL A. MASAT,1,RUTA 11 KM 827,LAS GARZAS,SANTA FE,Centro,-28.84237,-59.50075
