ID_Legal,Nombre_de_Compania,Domicilio,Ciudad,Provincia,Region,Tipo_Producto,Precio,Fecha,Compania_Bandera,Latitud,Longitud
30-56099937-9,ARATA AUTOMOTORES S.C.P A,Ruta 65 y Acceso a General Arenales Ruta 65,GRAL. ARENALES,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,327.0,23/10/2023,YPF,-34.28877,-61.28899
30-56099937-9,ARATA AUTOMOTORES S.C.P A,Ruta 65 y Acceso a General Arenales Ruta 65,GRAL. ARENALES,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,424.0,23/10/2023,YPF,-34.28877,-61.28899
30-56099937-9,ARATA AUTOMOTORES S.C.P A,Ruta 65 y Acceso a General Arenales Ruta 65,GRAL. ARENALES,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,377.0,23/10/2023,YPF,-34.28877,-61.28899
30-56099937-9,ARATA AUTOMOTORES S.C.P A,Ruta 65 y Acceso a General Arenales Ruta 65,GRAL. ARENALES,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,294.0,23/10/2023,YPF,-34.28877,-61.28899
30-65002160-2,COMBUGAS SA,AV. 120 N° 629,LA PLATA,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,410.9,04/10/2023,PUMA,-34.883871,-57.963532
30-65002160-2,COMBUGAS SA,AV. 120 N° 629,LA PLATA,BUENOS AIRES,PAMPEANA,Compressed Natural Gas,149.9,16/08/2023,PUMA,-34.883871,-57.963532
30-65002160-2,COMBUGAS SA,AV. 120 N° 629,LA PLATA,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,365.1,04/10/2023,PUMA,-34.883871,-57.963532
30-65002160-2,COMBUGAS SA,AV. 120 N° 629,LA PLATA,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,309.9,17/10/2023,PUMA,-34.883871,-57.963532
30-71498159-1,COMBUSPLATA SA,CALLE 520 numero 3233,LA PLATA,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,344.4,25/10/2023,SHELL C.A.P.S.A.,-34.912439,-58.00726
30-71498159-1,COMBUSPLATA SA,CALLE 520 numero 3233,LA PLATA,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,419.9,25/10/2023,SHELL C.A.P.S.A.,-34.912439,-58.00726
30-71498159-1,COMBUSPLATA SA,CALLE 520 numero 3233,LA PLATA,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,392.3,25/10/2023,SHELL C.A.P.S.A.,-34.912439,-58.00726
30-71498159-1,COMBUSPLATA SA,CALLE 520 numero 3233,LA PLATA,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,309.4,25/10/2023,SHELL C.A.P.S.A.,-34.912439,-58.00726
30-69578647-2,ARELEK S.A.,RUTA NAC. 40 KM 36,UGARTECHE,MENDOZA,CUYO,Gasoil Grade 2,85.3,16/05/2021,YPF,-33.20953,-68.88254
30-69578647-2,ARELEK S.A.,RUTA NAC. 40 KM 36,UGARTECHE,MENDOZA,CUYO,Gasoil Grade 3,98.3,16/05/2021,YPF,-33.20953,-68.88254
30-69578647-2,ARELEK S.A.,RUTA NAC. 40 KM 36,UGARTECHE,MENDOZA,CUYO,Pretol Premium - 95 Octane,105.2,16/05/2021,YPF,-33.20953,-68.88254
30-69578647-2,ARELEK S.A.,RUTA NAC. 40 KM 36,UGARTECHE,MENDOZA,CUYO,Pretol Undeladed - 95/98 Octane,90.8,16/05/2021,YPF,-33.20953,-68.88254
30-69337578-5,ARENAS DEL PARANA S.A.,BV.ILLIA Y RUTA NACIONAL Nº 8 KM 227,PERGAMINO,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,416.6,30/09/2023,AXION,-33.91315,-60.59039
30-69337578-5,ARENAS DEL PARANA S.A.,BV.ILLIA Y RUTA NACIONAL Nº 8 KM 227,PERGAMINO,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,456.5,30/09/2023,AXION,-33.91315,-60.59039
30-69337578-5,ARENAS DEL PARANA S.A.,BV.ILLIA Y RUTA NACIONAL Nº 8 KM 227,PERGAMINO,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,422.0,30/09/2023,AXION,-33.91315,-60.59039
30-69337578-5,ARENAS DEL PARANA S.A.,BV.ILLIA Y RUTA NACIONAL Nº 8 KM 227,PERGAMINO,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,389.8,30/09/2023,AXION,-33.91315,-60.59039
30-66571694-1,AREST S.A.,CAMINO CENTENARIO 865,CITY BELL,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,307.0,23/10/2023,YPF,-34.86335,-58.04839
30-66571694-1,AREST S.A.,CAMINO CENTENARIO 865,CITY BELL,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,399.0,23/10/2023,YPF,-34.86335,-58.04839
30-66571694-1,AREST S.A.,CAMINO CENTENARIO 865,CITY BELL,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,367.0,23/10/2023,YPF,-34.86335,-58.04839
30-66571694-1,AREST S.A.,CAMINO CENTENARIO 865,CITY BELL,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,287.0,23/10/2023,YPF,-34.86335,-58.04839
30-71529227-7,COMBU SRL,AV. 79 N° 399 Y AV. 10 N° 3903,NECOCHEA,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,318.0,23/10/2023,YPF,-38.57779,-58.7291
30-71529227-7,COMBU SRL,AV. 79 N° 399 Y AV. 10 N° 3903,NECOCHEA,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,424.0,23/10/2023,YPF,-38.57779,-58.7291
30-71529227-7,COMBU SRL,AV. 79 N° 399 Y AV. 10 N° 3903,NECOCHEA,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,396.0,23/10/2023,YPF,-38.57779,-58.7291
30-71529227-7,COMBU SRL,AV. 79 N° 399 Y AV. 10 N° 3903,NECOCHEA,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,313.0,23/10/2023,YPF,-38.57779,-58.7291
30-71572803-2,COMBUSTIBLE MUNRO S.R.L.,AV. VELEZ SARSFIELD 5420,MUNRO,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,289.4,18/09/2023,DAPSA S.A.,-34.53401,-58.5319
30-71572803-2,COMBUSTIBLE MUNRO S.R.L.,AV. VELEZ SARSFIELD 5420,MUNRO,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,349.8,18/09/2023,DAPSA S.A.,-34.53401,-58.5319
30-71572803-2,COMBUSTIBLE MUNRO S.R.L.,AV. VELEZ SARSFIELD 5420,MUNRO,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,276.0,18/09/2023,DAPSA S.A.,-34.53401,-58.5319
30-65530469-6,ARGENOIL S.R.L.,Ruta 36 y Calle 506,ABASTO,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,337.0,25/10/2023,DAPSA S.A.,-34.959424,-58.084575
30-65530469-6,ARGENOIL S.R.L.,Ruta 36 y Calle 506,ABASTO,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,399.0,25/10/2023,DAPSA S.A.,-34.959424,-58.084575
30-65530469-6,ARGENOIL S.R.L.,Ruta 36 y Calle 506,ABASTO,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,379.0,25/10/2023,DAPSA S.A.,-34.959424,-58.084575
30-65530469-6,ARGENOIL S.R.L.,Ruta 36 y Calle 506,ABASTO,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,297.0,25/10/2023,DAPSA S.A.,-34.959424,-58.084575
30-70917321-5,ARG GAS CAMPANA S.A.,DE DOMINICIS 420,CAMPANA,BUENOS AIRES,PAMPEANA,Compressed Natural Gas,58.99,21/05/2022,BLANCA,-34.161923,-58.95154
30-71245176-5,ARGUMAL SA,25 de Mayo Nº 2692,LANUS,BUENOS AIRES,PAMPEANA,Compressed Natural Gas,42.9,16/03/2022,BLANCA,-34.690909,-58.426471
30-64685085-8,ARIES COMCO,AV. ALVEAR ESTE 1342,GRAL. ALVEAR,MENDOZA,CUYO,Compressed Natural Gas,185.6,27/10/2023,BLANCA,-34.977646,-67.673676
30-64685085-8,ARIES COMCO,AV. LIBERTADOR NORTE 713,GRAL. ALVEAR,MENDOZA,CUYO,Gasoil Grade 2,316.0,23/10/2023,YPF,-34.970361,-67.688995
30-64685085-8,ARIES COMCO,AV. LIBERTADOR NORTE 713,GRAL. ALVEAR,MENDOZA,CUYO,Gasoil Grade 3,407.0,23/10/2023,YPF,-34.970361,-67.688995
30-64685085-8,ARIES COMCO,AV. LIBERTADOR NORTE 713,GRAL. ALVEAR,MENDOZA,CUYO,Compressed Natural Gas,185.6,27/10/2023,YPF,-34.970361,-67.688995
30-64685085-8,ARIES COMCO,AV. LIBERTADOR NORTE 713,GRAL. ALVEAR,MENDOZA,CUYO,Pretol Premium - 95 Octane,359.0,23/10/2023,YPF,-34.970361,-67.688995
30-64685085-8,ARIES COMCO,AV. LIBERTADOR NORTE 713,GRAL. ALVEAR,MENDOZA,CUYO,Pretol Undeladed - 95/98 Octane,283.0,23/10/2023,YPF,-34.970361,-67.688995
30-71250437-0,ARMADA ARGENTINA S.A.,Av. Armada Argentina 2150,CORDOBA,CORDOBA,CENTRO,Gasoil Grade 2,460.0,27/10/2023,BLANCA,-31.47393,-64.23326
30-71250437-0,ARMADA ARGENTINA S.A.,Av. Armada Argentina 2150,CORDOBA,CORDOBA,CENTRO,Compressed Natural Gas,209.9,19/10/2023,BLANCA,-31.47393,-64.23326
30-71250437-0,ARMADA ARGENTINA S.A.,Av. Armada Argentina 2150,CORDOBA,CORDOBA,CENTRO,Pretol Premium - 95 Octane,380.0,17/08/2023,BLANCA,-31.47393,-64.23326
30-71250437-0,ARMADA ARGENTINA S.A.,Av. Armada Argentina 2150,CORDOBA,CORDOBA,CENTRO,Pretol Undeladed - 95/98 Octane,335.0,20/09/2023,BLANCA,-31.47393,-64.23326
30-54690927-8,ARMANDO LAMPUGNANI S.R.L,Av. Irigoyen 807,MORON,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,308.0,23/10/2023,YPF,-34.66022,-58.62006
30-54690927-8,ARMANDO LAMPUGNANI S.R.L,Av. Irigoyen 807,MORON,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,399.0,23/10/2023,YPF,-34.66022,-58.62006
30-54690927-8,ARMANDO LAMPUGNANI S.R.L,Av. Irigoyen 807,MORON,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,359.0,23/10/2023,YPF,-34.66022,-58.62006
30-54690927-8,ARMANDO LAMPUGNANI S.R.L,Av. Irigoyen 807,MORON,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,284.0,23/10/2023,YPF,-34.66022,-58.62006
30-55364658-4,ARMANDO MARCUZZI SRL,AV URUGUAY 695,VILLA CARLOS PAZ,CORDOBA,CENTRO,Gasoil Grade 2,329.0,23/10/2023,YPF,-31.41625,-64.49375
30-55364658-4,ARMANDO MARCUZZI SRL,AV URUGUAY 695,VILLA CARLOS PAZ,CORDOBA,CENTRO,Gasoil Grade 3,424.0,23/10/2023,YPF,-31.41625,-64.49375
30-55364658-4,ARMANDO MARCUZZI SRL,AV URUGUAY 695,VILLA CARLOS PAZ,CORDOBA,CENTRO,Compressed Natural Gas,89.9,05/07/2022,YPF,-31.41625,-64.49375
30-55364658-4,ARMANDO MARCUZZI SRL,AV URUGUAY 695,VILLA CARLOS PAZ,CORDOBA,CENTRO,Pretol Premium - 95 Octane,386.0,23/10/2023,YPF,-31.41625,-64.49375
30-55364658-4,ARMANDO MARCUZZI SRL,AV URUGUAY 695,VILLA CARLOS PAZ,CORDOBA,CENTRO,Pretol Undeladed - 95/98 Octane,305.0,23/10/2023,YPF,-31.41625,-64.49375
30-71506873-3,COMBUSTIBLES CANNING SA,RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO),GUERNICA,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,308.0,23/10/2023,YPF,-34.932286,-58.485502
30-71506873-3,COMBUSTIBLES CANNING SA,RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO),GUERNICA,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,399.0,23/10/2023,YPF,-34.932286,-58.485502
30-71506873-3,COMBUSTIBLES CANNING SA,RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO),GUERNICA,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,359.0,23/10/2023,YPF,-34.932286,-58.485502
30-71506873-3,COMBUSTIBLES CANNING SA,RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO),GUERNICA,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,284.0,23/10/2023,YPF,-34.932286,-58.485502
30-71404646-9,COMBUSTIBLES DEL MAR S.A.,AV. 3  4910,VILLA GESELL,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,349.0,18/08/2023,SHELL C.A.P.S.A.,-37.294835,-57.001924
20-27792200-3,ARMENTI ALEJANDRO,CMO. GRAL. BELGRANO Y CANTILO,CITY BELL,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,344.4,18/10/2023,BLANCA,-34.88148,-58.05385
20-27792200-3,ARMENTI ALEJANDRO,CMO. GRAL. BELGRANO Y CANTILO,CITY BELL,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,419.9,18/10/2023,BLANCA,-34.88148,-58.05385
20-27792200-3,ARMENTI ALEJANDRO,CMO. GRAL. BELGRANO Y CANTILO,CITY BELL,BUENOS AIRES,PAMPEANA,Compressed Natural Gas,149.9,04/10/2023,BLANCA,-34.88148,-58.05385
20-27792200-3,ARMENTI ALEJANDRO,CMO. GRAL. BELGRANO Y CANTILO,CITY BELL,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,392.3,18/10/2023,BLANCA,-34.88148,-58.05385
20-27792200-3,ARMENTI ALEJANDRO,CMO. GRAL. BELGRANO Y CANTILO,CITY BELL,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,309.4,18/10/2023,BLANCA,-34.88148,-58.05385
23-18045854-9,ARMENTI FABIO,DIAGONAL 73 Nº 1419,LA PLATA,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,307.0,23/10/2023,YPF,-34.92094,-57.94639
23-18045854-9,ARMENTI FABIO,DIAGONAL 73 Nº 1419,LA PLATA,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,399.0,23/10/2023,YPF,-34.92094,-57.94639
23-18045854-9,ARMENTI FABIO,DIAGONAL 73 Nº 1419,LA PLATA,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,367.0,23/10/2023,YPF,-34.92094,-57.94639
23-18045854-9,ARMENTI FABIO,DIAGONAL 73 Nº 1419,LA PLATA,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,287.0,23/10/2023,YPF,-34.92094,-57.94639
30-69813654-1,ARNO SEEWALD S.A,AV. LAS AMERICAS Y RUTA NACIONAL 12,GARUHAPE,MISIONES,NEA,Gasoil Grade 2,347.0,23/10/2023,YPF,-26.82011,-54.95807
30-69813654-1,ARNO SEEWALD S.A,AV. LAS AMERICAS Y RUTA NACIONAL 12,GARUHAPE,MISIONES,NEA,Gasoil Grade 3,450.0,23/10/2023,YPF,-26.82011,-54.95807
30-69813654-1,ARNO SEEWALD S.A,AV. LAS AMERICAS Y RUTA NACIONAL 12,GARUHAPE,MISIONES,NEA,Pretol Premium - 95 Octane,398.0,23/10/2023,YPF,-26.82011,-54.95807
30-69813654-1,ARNO SEEWALD S.A,AV. LAS AMERICAS Y RUTA NACIONAL 12,GARUHAPE,MISIONES,NEA,Pretol Undeladed - 95/98 Octane,315.0,23/10/2023,YPF,-26.82011,-54.95807
20-13207323-7,"ARRATE, JOSE LUIS",59 N 3734,NECOCHEA,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,372.4,24/10/2023,AXION,-38.545886,-58.749893
20-13207323-7,"ARRATE, JOSE LUIS",59 N 3734,NECOCHEA,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,453.4,24/10/2023,AXION,-38.545886,-58.749893
20-13207323-7,"ARRATE, JOSE LUIS",59 N 3734,NECOCHEA,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,404.8,24/10/2023,AXION,-38.545886,-58.749893
20-13207323-7,"ARRATE, JOSE LUIS",59 N 3734,NECOCHEA,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,320.6,24/10/2023,AXION,-38.545886,-58.749893
20-13207323-7,"ARRATE, JOSE LUIS",Almirante Brown 1550,QUEQUEN,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,349.4,17/08/2023,BLANCA,-38.564886,-58.702313
20-13207323-7,"ARRATE, JOSE LUIS",Almirante Brown 1550,QUEQUEN,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,432.9,17/08/2023,BLANCA,-38.564886,-58.702313
20-13207323-7,"ARRATE, JOSE LUIS",Almirante Brown 1550,QUEQUEN,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,327.3,07/07/2023,BLANCA,-38.564886,-58.702313
20-13207323-7,"ARRATE, JOSE LUIS",Almirante Brown 1550,QUEQUEN,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,359.9,17/08/2023,BLANCA,-38.564886,-58.702313
20-13207323-7,"ARRATE, JOSE LUIS",AV. 59 N° 4591 ESQ. 98,NECOCHEA,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,372.4,24/10/2023,BLANCA,-38.539906,-58.7588
20-13207323-7,"ARRATE, JOSE LUIS",AV. 59 N° 4591 ESQ. 98,NECOCHEA,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,453.6,24/10/2023,BLANCA,-38.539906,-58.7588
20-13207323-7,"ARRATE, JOSE LUIS",AV. 59 N° 4591 ESQ. 98,NECOCHEA,BUENOS AIRES,PAMPEANA,Compressed Natural Gas,179.0,18/08/2023,BLANCA,-38.539906,-58.7588
20-13207323-7,"ARRATE, JOSE LUIS",AV. 59 N° 4591 ESQ. 98,NECOCHEA,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,404.8,24/10/2023,BLANCA,-38.539906,-58.7588
20-13207323-7,"ARRATE, JOSE LUIS",AV. 59 N° 4591 ESQ. 98,NECOCHEA,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,320.6,24/10/2023,BLANCA,-38.539906,-58.7588
30-71404646-9,COMBUSTIBLES DEL MAR S.A.,AV. 3  4910,VILLA GESELL,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,433.0,18/08/2023,SHELL C.A.P.S.A.,-37.294835,-57.001924
30-71404646-9,COMBUSTIBLES DEL MAR S.A.,AV. 3  4910,VILLA GESELL,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,405.0,18/08/2023,SHELL C.A.P.S.A.,-37.294835,-57.001924
30-71404646-9,COMBUSTIBLES DEL MAR S.A.,AV. 3  4910,VILLA GESELL,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,323.4,18/08/2023,SHELL C.A.P.S.A.,-37.294835,-57.001924
30-71404646-9,COMBUSTIBLES DEL MAR S.A.,AV. CONSTITUCION 6696,MAR DEL PLATA,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,359.9,25/08/2023,SHELL C.A.P.S.A.,-37.958403,-57.567245
30-71404646-9,COMBUSTIBLES DEL MAR S.A.,AV. CONSTITUCION 6696,MAR DEL PLATA,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,459.8,25/08/2023,SHELL C.A.P.S.A.,-37.958403,-57.567245
30-71404646-9,COMBUSTIBLES DEL MAR S.A.,AV. CONSTITUCION 6696,MAR DEL PLATA,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,419.8,25/08/2023,SHELL C.A.P.S.A.,-37.958403,-57.567245
30-71404646-9,COMBUSTIBLES DEL MAR S.A.,AV. CONSTITUCION 6696,MAR DEL PLATA,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,339.9,25/08/2023,SHELL C.A.P.S.A.,-37.958403,-57.567245
30-71523680-6,COMBUSTIBLES DEL TUYU S.R.L.,2 7585,MAR DEL TUYU,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,359.6,25/10/2023,SHELL C.A.P.S.A.,-36.578207,-56.69056
20-22160997-3,ARRIAGA FABIAN,RUTA 12 KM 276,GRAL. GALARZA,ENTRE RIOS,CENTRO,Gasoil Grade 2,17.97,03/04/2017,BLANCA,-32.73301719,-59.36795219
20-22160997-3,ARRIAGA FABIAN,RUTA 12 KM 276,GRAL. GALARZA,ENTRE RIOS,CENTRO,Gasoil Grade 3,21.58,03/04/2017,BLANCA,-32.73301719,-59.36795219
20-22160997-3,ARRIAGA FABIAN,RUTA 12 KM 276,GRAL. GALARZA,ENTRE RIOS,CENTRO,Pretol Undeladed - 95/98 Octane,20.98,03/04/2017,BLANCA,-32.73301719,-59.36795219
30-68886743-2,ARROYITO SERVCIOS S.A,RUTA NACIONAL Nº 19 KM 222,ARROYITO,CORDOBA,CENTRO,Gasoil Grade 2,371.6,25/10/2023,AXION,-31.42185,-63.03726
30-68886743-2,ARROYITO SERVCIOS S.A,RUTA NACIONAL Nº 19 KM 222,ARROYITO,CORDOBA,CENTRO,Gasoil Grade 3,446.0,25/10/2023,AXION,-31.42185,-63.03726
30-68886743-2,ARROYITO SERVCIOS S.A,RUTA NACIONAL Nº 19 KM 222,ARROYITO,CORDOBA,CENTRO,Compressed Natural Gas,210.0,25/10/2023,AXION,-31.42185,-63.03726
30-68886743-2,ARROYITO SERVCIOS S.A,RUTA NACIONAL Nº 19 KM 222,ARROYITO,CORDOBA,CENTRO,Pretol Premium - 95 Octane,410.0,25/10/2023,AXION,-31.42185,-63.03726
30-68886743-2,ARROYITO SERVCIOS S.A,RUTA NACIONAL Nº 19 KM 222,ARROYITO,CORDOBA,CENTRO,Pretol Undeladed - 95/98 Octane,324.7,25/10/2023,AXION,-31.42185,-63.03726
20-06068023-0,ARROYITO SOL PETROLERO,AV.FULVIO PAGANI 1563,ARROYITO,CORDOBA,CENTRO,Gasoil Grade 2,449.9,28/10/2023,BLANCA,-31.424816,-63.055288
20-06068023-0,ARROYITO SOL PETROLERO,AV.FULVIO PAGANI 1563,ARROYITO,CORDOBA,CENTRO,Gasoil Grade 3,524.9,28/10/2023,BLANCA,-31.424816,-63.055288
20-06068023-0,ARROYITO SOL PETROLERO,AV.FULVIO PAGANI 1563,ARROYITO,CORDOBA,CENTRO,Pretol Premium - 95 Octane,611.0,24/10/2023,BLANCA,-31.424816,-63.055288
20-06068023-0,ARROYITO SOL PETROLERO,AV.FULVIO PAGANI 1563,ARROYITO,CORDOBA,CENTRO,Pretol Undeladed - 95/98 Octane,499.9,28/10/2023,BLANCA,-31.424816,-63.055288
30-70746877-3,ARROYITO SOL S.R.L.,RUTA NAC. 9 - KM. 748,COLONIA CAROYA,CORDOBA,CENTRO,Gasoil Grade 2,39.47,20/03/2019,BLANCA,-31.02094,-64.11374
30-70746877-3,ARROYITO SOL S.R.L.,RUTA NAC. 9 - KM. 748,COLONIA CAROYA,CORDOBA,CENTRO,Gasoil Grade 3,45.47,20/03/2019,BLANCA,-31.02094,-64.11374
30-70746877-3,ARROYITO SOL S.R.L.,RUTA NAC. 9 - KM. 748,COLONIA CAROYA,CORDOBA,CENTRO,Pretol Undeladed - 95/98 Octane,42.86,20/03/2019,BLANCA,-31.02094,-64.11374
30-68623089-5,ARROYO DUAL S.R.L.,AUTOPISTA ARAMBURU KM 267,ARROYO SECO,SANTA FE,CENTRO,Gasoil Grade 2,374.2,25/10/2023,SHELL C.A.P.S.A.,-33.16654,-60.52851
30-68623089-5,ARROYO DUAL S.R.L.,AUTOPISTA ARAMBURU KM 267,ARROYO SECO,SANTA FE,CENTRO,Gasoil Grade 3,444.5,25/10/2023,SHELL C.A.P.S.A.,-33.16654,-60.52851
30-68623089-5,ARROYO DUAL S.R.L.,AUTOPISTA ARAMBURU KM 267,ARROYO SECO,SANTA FE,CENTRO,Compressed Natural Gas,152.0,25/10/2023,SHELL C.A.P.S.A.,-33.16654,-60.52851
30-68623089-5,ARROYO DUAL S.R.L.,AUTOPISTA ARAMBURU KM 267,ARROYO SECO,SANTA FE,CENTRO,Pretol Premium - 95 Octane,428.4,25/10/2023,SHELL C.A.P.S.A.,-33.16654,-60.52851
30-68623089-5,ARROYO DUAL S.R.L.,AUTOPISTA ARAMBURU KM 267,ARROYO SECO,SANTA FE,CENTRO,Pretol Undeladed - 95/98 Octane,347.8,25/10/2023,SHELL C.A.P.S.A.,-33.16654,-60.52851
20-21074421-6,ARROYO LUIS ALBERTO,9 DE JULIO 491 Y MATIENZO,CONCEPCION,TUCUMAN,NOA,Gasoil Grade 2,325.0,23/10/2023,YPF,-27.35071,-65.59343
20-21074421-6,ARROYO LUIS ALBERTO,9 DE JULIO 491 Y MATIENZO,CONCEPCION,TUCUMAN,NOA,Gasoil Grade 3,416.0,23/10/2023,YPF,-27.35071,-65.59343
20-21074421-6,ARROYO LUIS ALBERTO,9 DE JULIO 491 Y MATIENZO,CONCEPCION,TUCUMAN,NOA,Pretol Premium - 95 Octane,370.0,23/10/2023,YPF,-27.35071,-65.59343
20-21074421-6,ARROYO LUIS ALBERTO,9 DE JULIO 491 Y MATIENZO,CONCEPCION,TUCUMAN,NOA,Pretol Undeladed - 95/98 Octane,291.0,23/10/2023,YPF,-27.35071,-65.59343
20-06847142-8,ARTURO CANDIDO SANCHEZ,Balcarce 682,SAN MARTIN,MENDOZA,CUYO,Gasoil Grade 2,306.0,23/10/2023,YPF,-33.0753,-68.46705
20-06847142-8,ARTURO CANDIDO SANCHEZ,Balcarce 682,SAN MARTIN,MENDOZA,CUYO,Gasoil Grade 3,391.0,23/10/2023,YPF,-33.0753,-68.46705
20-06847142-8,ARTURO CANDIDO SANCHEZ,Balcarce 682,SAN MARTIN,MENDOZA,CUYO,Pretol Premium - 95 Octane,354.0,23/10/2023,YPF,-33.0753,-68.46705
20-06847142-8,ARTURO CANDIDO SANCHEZ,Balcarce 682,SAN MARTIN,MENDOZA,CUYO,Pretol Undeladed - 95/98 Octane,279.0,23/10/2023,YPF,-33.0753,-68.46705
30-61585234-8,ARUANNO-SALERNO S.H.,MARIANO MORENO Nº 402,CIPOLLETTI,RIO NEGRO,PATAGONIA,Gasoil Grade 2,326.1,14/09/2023,AXION,-38.93242,-68.00818
30-61585234-8,ARUANNO-SALERNO S.H.,MARIANO MORENO Nº 402,CIPOLLETTI,RIO NEGRO,PATAGONIA,Gasoil Grade 3,386.9,14/09/2023,AXION,-38.93242,-68.00818
30-61585234-8,ARUANNO-SALERNO S.H.,MARIANO MORENO Nº 402,CIPOLLETTI,RIO NEGRO,PATAGONIA,Compressed Natural Gas,139.9,19/08/2023,AXION,-38.93242,-68.00818
30-61585234-8,ARUANNO-SALERNO S.H.,MARIANO MORENO Nº 402,CIPOLLETTI,RIO NEGRO,PATAGONIA,Pretol Premium - 95 Octane,308.1,14/09/2023,AXION,-38.93242,-68.00818
30-61585234-8,ARUANNO-SALERNO S.H.,MARIANO MORENO Nº 402,CIPOLLETTI,RIO NEGRO,PATAGONIA,Pretol Undeladed - 95/98 Octane,244.2,14/09/2023,AXION,-38.93242,-68.00818
