ID_Legal,Nombre_de_Compania,Domicilio,Ciudad,Provincia,Region,Tipo_Producto,Precio,Fecha,Compania_Bandera,Latitud,Longitud
33-64337382-9,10 DE SETIEMBRE S.A.,Av. Mosconi 299,LOMAS DEL MIRADOR,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,172.5,01/10/2022,PUMA,-34.658476,-58.529443
33-64337382-9,10 DE SETIEMBRE S.A.,Av. Mosconi 299,LOMAS DEL MIRADOR,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,219.0,01/10/2022,PUMA,-34.658476,-58.529443
33-64337382-9,10 DE SETIEMBRE S.A.,Av. Mosconi 299,LOMAS DEL MIRADOR,BUENOS AIRES,PAMPEANA,Compressed Natural Gas,63.9,05/09/2022,PUMA,-34.658476,-58.529443
33-64337382-9,10 DE SETIEMBRE S.A.,Av. Mosconi 299,LOMAS DEL MIRADOR,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,188.8,01/10/2022,PUMA,-34.658476,-58.529443
33-64337382-9,10 DE SETIEMBRE S.A.,Av. Mosconi 299,LOMAS DEL MIRADOR,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,154.6,01/10/2022,PUMA,-34.658476,-58.529443
30-71548931-3,25 ALVEAR S.R.L,9 Y 36 790,25 DE MAYO,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,353.2,02/10/2023,SHELL C.A.P.S.A.,-35.425,-60.16962
30-71548931-3,25 ALVEAR S.R.L,9 Y 36 790,25 DE MAYO,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,452.2,02/10/2023,SHELL C.A.P.S.A.,-35.425,-60.16962
30-71548931-3,25 ALVEAR S.R.L,9 Y 36 790,25 DE MAYO,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,396.0,02/10/2023,SHELL C.A.P.S.A.,-35.425,-60.16962
30-71548931-3,25 ALVEAR S.R.L,9 Y 36 790,25 DE MAYO,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,319.5,02/10/2023,SHELL C.A.P.S.A.,-35.425,-60.16962
30-71251168-7,1913 SRL,Julio A Roca 715,GOBERNADOR COSTA,CHUBUT,PATAGONIA,Gasoil Grade 2,325.5,24/10/2023,PUMA,-44.050662,-70.583041
30-71251168-7,1913 SRL,Julio A Roca 715,GOBERNADOR COSTA,CHUBUT,PATAGONIA,Gasoil Grade 3,413.0,24/10/2023,PUMA,-44.050662,-70.583041
30-71251168-7,1913 SRL,Julio A Roca 715,GOBERNADOR COSTA,CHUBUT,PATAGONIA,Pretol Premium - 95 Octane,323.0,24/10/2023,PUMA,-44.050662,-70.583041
30-71251168-7,1913 SRL,Julio A Roca 715,GOBERNADOR COSTA,CHUBUT,PATAGONIA,Pretol Undeladed - 95/98 Octane,240.0,24/10/2023,PUMA,-44.050662,-70.583041
30-71595431-8,2MIL10Y7 SRL,Ruta 6 Km 155.500,LUJAN,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,282.9,10/08/2023,SHELL C.A.P.S.A.,-34.557095,-59.035694
30-71595431-8,2MIL10Y7 SRL,Ruta 6 Km 155.500,LUJAN,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,348.9,10/08/2023,SHELL C.A.P.S.A.,-34.557095,-59.035694
30-71595431-8,2MIL10Y7 SRL,Ruta 6 Km 155.500,LUJAN,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,317.9,10/08/2023,SHELL C.A.P.S.A.,-34.557095,-59.035694
30-71595431-8,2MIL10Y7 SRL,Ruta 6 Km 155.500,LUJAN,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,254.2,10/08/2023,SHELL C.A.P.S.A.,-34.557095,-59.035694
30-56342987-5,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,CUYO,Gasoil Grade 2,322.0,23/10/2023,YPF,-33.67954,-65.46988
30-56342987-5,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,CUYO,Gasoil Grade 3,428.0,23/10/2023,YPF,-33.67954,-65.46988
30-56342987-5,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,CUYO,Compressed Natural Gas,174.85,02/09/2023,YPF,-33.67954,-65.46988
30-56342987-5,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,CUYO,Pretol Premium - 95 Octane,377.0,23/10/2023,YPF,-33.67954,-65.46988
30-56342987-5,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,CUYO,Pretol Undeladed - 95/98 Octane,293.0,23/10/2023,YPF,-33.67954,-65.46988
30-71512545-1,2MIL 3C S.R.L.,AV. 101 Nº 6211 (RUTA 8),SAN MARTIN,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,314.3,05/10/2023,PUMA,-34.561286,-58.588248
30-71512545-1,2MIL 3C S.R.L.,AV. 101 Nº 6211 (RUTA 8),SAN MARTIN,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,389.9,05/10/2023,PUMA,-34.561286,-58.588248
30-71512545-1,2MIL 3C S.R.L.,AV. 101 Nº 6211 (RUTA 8),SAN MARTIN,BUENOS AIRES,PAMPEANA,Compressed Natural Gas,129.9,21/09/2023,PUMA,-34.561286,-58.588248
30-71512545-1,2MIL 3C S.R.L.,AV. 101 Nº 6211 (RUTA 8),SAN MARTIN,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,362.2,05/10/2023,PUMA,-34.561286,-58.588248
30-71512545-1,2MIL 3C S.R.L.,AV. 101 Nº 6211 (RUTA 8),SAN MARTIN,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,288.3,05/10/2023,PUMA,-34.561286,-58.588248
33-71633190-9,59 SA,AV.SANTA FE 2428,MARTINEZ,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,328.9,30/09/2023,AXION,-34.492969,-58.498379
33-71633190-9,59 SA,AV.SANTA FE 2428,MARTINEZ,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,394.9,30/09/2023,AXION,-34.492969,-58.498379
33-71633190-9,59 SA,AV.SANTA FE 2428,MARTINEZ,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,370.5,30/09/2023,AXION,-34.492969,-58.498379
33-71633190-9,59 SA,AV.SANTA FE 2428,MARTINEZ,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,295.5,30/09/2023,AXION,-34.492969,-58.498379
30-70944428-6,44 LA PLATA SRL,44 y 142 2281,LA PLATA,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,321.6,05/09/2023,SHELL C.A.P.S.A.,-34.94349,-57.991692
30-70944428-6,44 LA PLATA SRL,44 y 142 2281,LA PLATA,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,398.5,05/09/2023,SHELL C.A.P.S.A.,-34.94349,-57.991692
30-70944428-6,44 LA PLATA SRL,44 y 142 2281,LA PLATA,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,366.3,05/09/2023,SHELL C.A.P.S.A.,-34.94349,-57.991692
30-70944428-6,44 LA PLATA SRL,44 y 142 2281,LA PLATA,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,288.9,05/09/2023,SHELL C.A.P.S.A.,-34.94349,-57.991692
30-70833125-9,4 GNC  S.A.,LA QUEMADA 2189,FIRMAT,SANTA FE,CENTRO,Gasoil Grade 2,445.0,14/10/2023,BLANCA,-33.46387,-61.49651
30-70833125-9,4 GNC  S.A.,LA QUEMADA 2189,FIRMAT,SANTA FE,CENTRO,Compressed Natural Gas,170.9,25/10/2023,BLANCA,-33.46387,-61.49651
30-70833125-9,4 GNC  S.A.,LA QUEMADA 2189,FIRMAT,SANTA FE,CENTRO,Pretol Undeladed - 95/98 Octane,405.0,10/10/2023,BLANCA,-33.46387,-61.49651
30-61502503-4,501AGROPETROLERA CHAJARI S.R.L.,RUTA 14 KM 321,CHAJARI,ENTRE RIOS,CENTRO,Gasoil Grade 2,365.0,24/08/2023,AXION,-30.8185,-58.04425
30-61502503-4,501AGROPETROLERA CHAJARI S.R.L.,RUTA 14 KM 321,CHAJARI,ENTRE RIOS,CENTRO,Gasoil Grade 3,435.6,24/08/2023,AXION,-30.8185,-58.04425
30-61502503-4,501AGROPETROLERA CHAJARI S.R.L.,RUTA 14 KM 321,CHAJARI,ENTRE RIOS,CENTRO,Pretol Premium - 95 Octane,378.4,24/08/2023,AXION,-30.8185,-58.04425
30-61502503-4,501AGROPETROLERA CHAJARI S.R.L.,RUTA 14 KM 321,CHAJARI,ENTRE RIOS,CENTRO,Pretol Undeladed - 95/98 Octane,299.5,24/08/2023,AXION,-30.8185,-58.04425
30-71567309-2,ACTION DUAL S.R.L,JUAN D. PERON 2330,BANFIELD,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,298.0,24/10/2023,GULF,-34.74335,-58.43025
30-71567309-2,ACTION DUAL S.R.L,JUAN D. PERON 2330,BANFIELD,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,382.0,24/10/2023,GULF,-34.74335,-58.43025
30-71567309-2,ACTION DUAL S.R.L,JUAN D. PERON 2330,BANFIELD,BUENOS AIRES,PAMPEANA,Compressed Natural Gas,109.9,24/10/2023,GULF,-34.74335,-58.43025
30-71567309-2,ACTION DUAL S.R.L,JUAN D. PERON 2330,BANFIELD,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,358.0,24/10/2023,GULF,-34.74335,-58.43025
30-70841705-6,72 GAS S.A.,CALLE 72  780,LA PLATA,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,294.3,01/08/2023,AXION,-34.934754,-57.930919
30-70841705-6,72 GAS S.A.,CALLE 72  780,LA PLATA,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,352.8,01/08/2023,AXION,-34.934754,-57.930919
30-70841705-6,72 GAS S.A.,CALLE 72  780,LA PLATA,BUENOS AIRES,PAMPEANA,Compressed Natural Gas,119.9,08/06/2023,AXION,-34.934754,-57.930919
30-70841705-6,72 GAS S.A.,CALLE 72  780,LA PLATA,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,326.4,01/08/2023,AXION,-34.934754,-57.930919
30-70841705-6,72 GAS S.A.,CALLE 72  780,LA PLATA,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,256.0,01/08/2023,AXION,-34.934754,-57.930919
30-68958934-7,7 DE AGOSTO S.R.L.,ruta 22 km 1200,ALLEN,RIO NEGRO,PATAGONIA,Gasoil Grade 2,285.2,04/08/2023,AXION,-39.01556,-67.83639
30-68958934-7,7 DE AGOSTO S.R.L.,ruta 22 km 1200,ALLEN,RIO NEGRO,PATAGONIA,Gasoil Grade 3,359.4,04/08/2023,AXION,-39.01556,-67.83639
30-68958934-7,7 DE AGOSTO S.R.L.,ruta 22 km 1200,ALLEN,RIO NEGRO,PATAGONIA,Compressed Natural Gas,149.8,04/08/2023,AXION,-39.01556,-67.83639
30-68958934-7,7 DE AGOSTO S.R.L.,ruta 22 km 1200,ALLEN,RIO NEGRO,PATAGONIA,Pretol Premium - 95 Octane,268.7,04/08/2023,AXION,-39.01556,-67.83639
30-68958934-7,7 DE AGOSTO S.R.L.,ruta 22 km 1200,ALLEN,RIO NEGRO,PATAGONIA,Pretol Undeladed - 95/98 Octane,209.8,04/08/2023,AXION,-39.01556,-67.83639
30-70720646-9,7 Y 511 S.A.,Av. 7 2060,LA PLATA,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,362.7,27/10/2023,AXION,-34.883186,-57.992644
30-70720646-9,7 Y 511 S.A.,Av. 7 2060,LA PLATA,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,438.9,27/10/2023,AXION,-34.883186,-57.992644
30-70720646-9,7 Y 511 S.A.,Av. 7 2060,LA PLATA,BUENOS AIRES,PAMPEANA,Compressed Natural Gas,149.9,16/08/2023,AXION,-34.883186,-57.992644
30-70720646-9,7 Y 511 S.A.,Av. 7 2060,LA PLATA,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,406.9,27/10/2023,AXION,-34.883186,-57.992644
30-70720646-9,7 Y 511 S.A.,Av. 7 2060,LA PLATA,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,318.6,27/10/2023,AXION,-34.883186,-57.992644
30-68604387-4,9 DE JULIO COMBUSTIBLES SRL,AV. 9 DE JULIO 1501,RESISTENCIA,CHACO,NEA,Gasoil Grade 2,410.0,24/10/2023,AXION,-27.46301,-58.97305
30-68604387-4,9 DE JULIO COMBUSTIBLES SRL,AV. 9 DE JULIO 1501,RESISTENCIA,CHACO,NEA,Gasoil Grade 3,473.0,24/10/2023,AXION,-27.46301,-58.97305
30-68604387-4,9 DE JULIO COMBUSTIBLES SRL,AV. 9 DE JULIO 1501,RESISTENCIA,CHACO,NEA,Pretol Premium - 95 Octane,435.0,24/10/2023,AXION,-27.46301,-58.97305
30-68604387-4,9 DE JULIO COMBUSTIBLES SRL,AV. 9 DE JULIO 1501,RESISTENCIA,CHACO,NEA,Pretol Undeladed - 95/98 Octane,350.0,24/10/2023,AXION,-27.46301,-58.97305
30-70901115-0,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,CENTRO,Gasoil Grade 2,336.0,23/10/2023,YPF,-32.48409,-58.23017
30-70901115-0,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,CENTRO,Gasoil Grade 3,430.0,23/10/2023,YPF,-32.48409,-58.23017
30-70901115-0,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,CENTRO,Pretol Premium - 95 Octane,388.0,23/10/2023,YPF,-32.48409,-58.23017
30-70901115-0,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,CENTRO,Pretol Undeladed - 95/98 Octane,306.0,23/10/2023,YPF,-32.48409,-58.23017
20-15089788-3,ABALSAMO EGIDIO,TRIUNVIRATO 3797,SAN MARTIN,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,28.5,28/06/2018,BLANCA,-34.58127,-58.57441
20-15089788-3,ABALSAMO EGIDIO,TRIUNVIRATO 3797,SAN MARTIN,BUENOS AIRES,PAMPEANA,Compressed Natural Gas,119.9,06/10/2023,BLANCA,-34.58127,-58.57441
20-15089788-3,ABALSAMO EGIDIO,TRIUNVIRATO 3797,SAN MARTIN,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,25.8,03/01/2018,BLANCA,-34.58127,-58.57441
20-15089788-3,ABALSAMO EGIDIO,TRIUNVIRATO 3797,SAN MARTIN,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,32.0,28/06/2018,BLANCA,-34.58127,-58.57441
30-70777227-8,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,298.0,23/10/2023,YPF,-34.74571,-58.41872
30-70777227-8,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,382.0,23/10/2023,YPF,-34.74571,-58.41872
30-70777227-8,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,358.0,23/10/2023,YPF,-34.74571,-58.41872
30-70777227-8,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,282.0,23/10/2023,YPF,-34.74571,-58.41872
30-70777227-8,ABANILLAS II,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,298.0,23/10/2023,YPF,-34.74712,-58.41938
30-70777227-8,ABANILLAS II,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,382.0,23/10/2023,YPF,-34.74712,-58.41938
30-70777227-8,ABANILLAS II,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Compressed Natural Gas,99.99,02/10/2023,YPF,-34.74712,-58.41938
30-70777227-8,ABANILLAS II,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,358.0,23/10/2023,YPF,-34.74712,-58.41938
30-70777227-8,ABANILLAS II,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,282.0,23/10/2023,YPF,-34.74712,-58.41938
30-50646337-4,ABDALA HNOS.S.R.L.,LIBERTAD 2080,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,NOA,Gasoil Grade 2,397.0,27/10/2023,SHELL C.A.P.S.A.,-27.79833,-64.27723
30-50646337-4,ABDALA HNOS.S.R.L.,LIBERTAD 2080,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,NOA,Gasoil Grade 3,493.0,27/10/2023,SHELL C.A.P.S.A.,-27.79833,-64.27723
30-50646337-4,ABDALA HNOS.S.R.L.,LIBERTAD 2080,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,NOA,Compressed Natural Gas,169.0,12/10/2023,SHELL C.A.P.S.A.,-27.79833,-64.27723
30-50646337-4,ABDALA HNOS.S.R.L.,LIBERTAD 2080,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,NOA,Pretol Premium - 95 Octane,440.0,27/10/2023,SHELL C.A.P.S.A.,-27.79833,-64.27723
30-50646337-4,ABDALA HNOS.S.R.L.,LIBERTAD 2080,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,NOA,Pretol Undeladed - 95/98 Octane,350.0,27/10/2023,SHELL C.A.P.S.A.,-27.79833,-64.27723
30-71230670-6,ABELARDO ROSSI E HIJOS DE ROSSI LUIS A. Y ROSSI SERGIO O. S.H.,Ruta Prov 6 Km 57,FRANCK,SANTA FE,CENTRO,Gasoil Grade 2,373.9,24/10/2023,GULF,-31.57865,-60.93658
30-71230670-6,ABELARDO ROSSI E HIJOS DE ROSSI LUIS A. Y ROSSI SERGIO O. S.H.,Ruta Prov 6 Km 57,FRANCK,SANTA FE,CENTRO,Gasoil Grade 3,464.9,24/10/2023,GULF,-31.57865,-60.93658
30-71230670-6,ABELARDO ROSSI E HIJOS DE ROSSI LUIS A. Y ROSSI SERGIO O. S.H.,Ruta Prov 6 Km 57,FRANCK,SANTA FE,CENTRO,Pretol Premium - 95 Octane,436.9,26/10/2023,GULF,-31.57865,-60.93658
30-71230670-6,ABELARDO ROSSI E HIJOS DE ROSSI LUIS A. Y ROSSI SERGIO O. S.H.,Ruta Prov 6 Km 57,FRANCK,SANTA FE,CENTRO,Pretol Undeladed - 95/98 Octane,349.9,26/10/2023,GULF,-31.57865,-60.93658
30-60588371-7,ABELLA Y ALONSO S.R.L.,MORENO 1701,VILLA  BALLESTER,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,22.99,06/12/2017,BLANCA,-34.533377,-58.557665
30-60588371-7,ABELLA Y ALONSO S.R.L.,MORENO 1701,VILLA  BALLESTER,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,25.99,06/12/2017,BLANCA,-34.533377,-58.557665
30-60588371-7,ABELLA Y ALONSO S.R.L.,MORENO 1701,VILLA  BALLESTER,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,27.99,06/12/2017,BLANCA,-34.533377,-58.557665
30-60588371-7,ABELLA Y ALONSO S.R.L.,MORENO 1701,VILLA  BALLESTER,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,25.49,06/12/2017,BLANCA,-34.533377,-58.557665
20-08703768-2,ABEL ROBERTO SANTAMARIA,LAVALLE Y ALSINA,MAIPU,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,317.0,23/10/2023,YPF,-36.86558,-57.88169
20-08703768-2,ABEL ROBERTO SANTAMARIA,LAVALLE Y ALSINA,MAIPU,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,424.0,23/10/2023,YPF,-36.86558,-57.88169
20-08703768-2,ABEL ROBERTO SANTAMARIA,LAVALLE Y ALSINA,MAIPU,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,397.0,23/10/2023,YPF,-36.86558,-57.88169
20-08703768-2,ABEL ROBERTO SANTAMARIA,LAVALLE Y ALSINA,MAIPU,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,313.0,23/10/2023,YPF,-36.86558,-57.88169
30-61835384-9,A.B. INGENIERÍA,SEVERO DEL CASTILLO 4680,GUAYMALLEN,MENDOZA,CUYO,Compressed Natural Gas,163.9,25/10/2023,BLANCA,-32.901743,-68.696964
30-61835384-9,A.B. INGENIERÍA,LATERAL SUR ACCESO ESTE ESQUINA RONDEAU CALLE SIN NUMERO,GUAYMALLEN,MENDOZA,CUYO,Gasoil Grade 2,343.0,26/10/2023,SHELL C.A.P.S.A.,-32.907388,-68.790615
30-61835384-9,A.B. INGENIERÍA,LATERAL SUR ACCESO ESTE ESQUINA RONDEAU CALLE SIN NUMERO,GUAYMALLEN,MENDOZA,CUYO,Gasoil Grade 3,413.0,26/10/2023,SHELL C.A.P.S.A.,-32.907388,-68.790615
30-61835384-9,A.B. INGENIERÍA,LATERAL SUR ACCESO ESTE ESQUINA RONDEAU CALLE SIN NUMERO,GUAYMALLEN,MENDOZA,CUYO,Compressed Natural Gas,165.9,25/10/2023,SHELL C.A.P.S.A.,-32.907388,-68.790615
30-61835384-9,A.B. INGENIERÍA,LATERAL SUR ACCESO ESTE ESQUINA RONDEAU CALLE SIN NUMERO,GUAYMALLEN,MENDOZA,CUYO,Pretol Premium - 95 Octane,379.0,26/10/2023,SHELL C.A.P.S.A.,-32.907388,-68.790615
30-61835384-9,A.B. INGENIERÍA,LATERAL SUR ACCESO ESTE ESQUINA RONDEAU CALLE SIN NUMERO,GUAYMALLEN,MENDOZA,CUYO,Pretol Undeladed - 95/98 Octane,301.0,26/10/2023,SHELL C.A.P.S.A.,-32.907388,-68.790615
30-61835384-9,A.B. INGENIERÍA,MAZA 4086,MAIPU,MENDOZA,CUYO,Gasoil Grade 2,343.0,26/10/2023,SHELL C.A.P.S.A.,-32.936618,-68.780501
30-61835384-9,A.B. INGENIERÍA,MAZA 4086,MAIPU,MENDOZA,CUYO,Gasoil Grade 3,413.0,26/10/2023,SHELL C.A.P.S.A.,-32.936618,-68.780501
30-61835384-9,A.B. INGENIERÍA,MAZA 4086,MAIPU,MENDOZA,CUYO,Pretol Premium - 95 Octane,379.0,26/10/2023,SHELL C.A.P.S.A.,-32.936618,-68.780501
30-61835384-9,A.B. INGENIERÍA,MAZA 4086,MAIPU,MENDOZA,CUYO,Pretol Undeladed - 95/98 Octane,301.0,26/10/2023,SHELL C.A.P.S.A.,-32.936618,-68.780501
30-61835384-9,A.B. INGENIERÍA,MITRE 399,MAIPU,MENDOZA,CUYO,Gasoil Grade 2,343.0,26/10/2023,SHELL C.A.P.S.A.,-32.981213,-68.789433
30-61835384-9,A.B. INGENIERÍA,MITRE 399,MAIPU,MENDOZA,CUYO,Gasoil Grade 3,413.0,26/10/2023,SHELL C.A.P.S.A.,-32.981213,-68.789433
30-61835384-9,A.B. INGENIERÍA,MITRE 399,MAIPU,MENDOZA,CUYO,Pretol Premium - 95 Octane,379.0,26/10/2023,SHELL C.A.P.S.A.,-32.981213,-68.789433
30-61835384-9,A.B. INGENIERÍA,MITRE 399,MAIPU,MENDOZA,CUYO,Pretol Undeladed - 95/98 Octane,301.0,26/10/2023,SHELL C.A.P.S.A.,-32.981213,-68.789433
30-71032168-6,ABRAHAM HNOS. S.A.,Av. Mitre Oeste 284,JUNIN,MENDOZA,CUYO,Gasoil Grade 2,346.5,28/09/2023,SHELL C.A.P.S.A.,-33.14327,-68.48874
30-71032168-6,ABRAHAM HNOS. S.A.,Av. Mitre Oeste 284,JUNIN,MENDOZA,CUYO,Gasoil Grade 3,414.0,26/10/2023,SHELL C.A.P.S.A.,-33.14327,-68.48874
30-71032168-6,ABRAHAM HNOS. S.A.,Av. Mitre Oeste 284,JUNIN,MENDOZA,CUYO,Pretol Premium - 95 Octane,375.0,26/10/2023,SHELL C.A.P.S.A.,-33.14327,-68.48874
30-71032168-6,ABRAHAM HNOS. S.A.,Av. Mitre Oeste 284,JUNIN,MENDOZA,CUYO,Pretol Undeladed - 95/98 Octane,302.0,26/10/2023,SHELL C.A.P.S.A.,-33.14327,-68.48874
30-71032168-6,ABRAHAM HNOS. S.A.,Variante Ruta Prov. 50 KM. 1010,PALMIRA,MENDOZA,CUYO,Gasoil Grade 2,306.0,23/10/2023,YPF,-33.05244,-68.53621
30-71032168-6,ABRAHAM HNOS. S.A.,Variante Ruta Prov. 50 KM. 1010,PALMIRA,MENDOZA,CUYO,Gasoil Grade 3,391.0,23/10/2023,YPF,-33.05244,-68.53621
30-71032168-6,ABRAHAM HNOS. S.A.,Variante Ruta Prov. 50 KM. 1010,PALMIRA,MENDOZA,CUYO,Pretol Premium - 95 Octane,354.0,23/10/2023,YPF,-33.05244,-68.53621
30-71032168-6,ABRAHAM HNOS. S.A.,Variante Ruta Prov. 50 KM. 1010,PALMIRA,MENDOZA,CUYO,Pretol Undeladed - 95/98 Octane,279.0,23/10/2023,YPF,-33.05244,-68.53621
30-70816812-9,ABRIGO-HERNANDO S.R.L.,MORENO 3002,OLAVARRIA,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,330.0,23/10/2023,YPF,-36.89319,-60.31954
30-70816812-9,ABRIGO-HERNANDO S.R.L.,MORENO 3002,OLAVARRIA,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,431.0,23/10/2023,YPF,-36.89319,-60.31954
30-70816812-9,ABRIGO-HERNANDO S.R.L.,MORENO 3002,OLAVARRIA,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,383.0,23/10/2023,YPF,-36.89319,-60.31954
30-70816812-9,ABRIGO-HERNANDO S.R.L.,MORENO 3002,OLAVARRIA,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,302.0,23/10/2023,YPF,-36.89319,-60.31954
30-58643828-6,ACAPULCO SOC. DE HECHO,DEL CARMEN 986,CAÑUELAS,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,303.0,23/10/2023,YPF,-35.05109,-58.75846
30-58643828-6,ACAPULCO SOC. DE HECHO,DEL CARMEN 986,CAÑUELAS,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,394.0,23/10/2023,YPF,-35.05109,-58.75846
30-58643828-6,ACAPULCO SOC. DE HECHO,DEL CARMEN 986,CAÑUELAS,BUENOS AIRES,PAMPEANA,Pretol Premium - 95 Octane,365.0,23/10/2023,YPF,-35.05109,-58.75846
30-58643828-6,ACAPULCO SOC. DE HECHO,DEL CARMEN 986,CAÑUELAS,BUENOS AIRES,PAMPEANA,Pretol Undeladed - 95/98 Octane,288.0,23/10/2023,YPF,-35.05109,-58.75846
30-58643828-6,ACAPULCO SOC. DE HECHO,RUTA 205 KM. 57.500,CAÑUELAS,BUENOS AIRES,PAMPEANA,Gasoil Grade 2,303.0,23/10/2023,YPF,-34.9998,-58.69938
30-58643828-6,ACAPULCO SOC. DE HECHO,RUTA 205 KM. 57.500,CAÑUELAS,BUENOS AIRES,PAMPEANA,Gasoil Grade 3,394.0,23/10/2023,YPF,-34.9998,-58.69938
