Fecha,id_producto,Precio Ars,id_empresa,Cotizacion_DolarBlue,Precio_dolarBlue,Cotizacion_DolarOficial,Precio_dolarOficial
2016-12-31,6,9.99,6601,16.87,0.5921754299363724,16.17,0.6178107577529239
2016-12-31,2,18.9,2693,16.87,1.1203318944742178,16.17,1.1688311633163424
2016-12-31,19,17.4,830,16.87,1.031416664754042,16.17,1.076066785275363
2016-12-31,2,19.23,1437,16.87,1.1398932450126567,16.17,1.189239326485358
2016-12-31,19,17.4,7996,16.87,1.031416664754042,16.17,1.076066785275363
2016-12-31,2,19.23,910,16.87,1.1398932450126567,16.17,1.189239326485358
2016-12-31,3,21.3,1437,16.87,1.2625962620264997,16.17,1.3172541681819099
2016-12-31,3,20.39,2693,16.87,1.2086543559962595,16.17,1.2609771121703823
2016-12-31,19,16.87,910,16.87,0.9999999502529131,16.17,1.0432900383675503
2016-12-31,3,21.6,830,16.87,1.2803793079705348,16.17,1.335807043790106
2016-12-31,19,19.09,7046,16.87,1.1315944902387736,16.17,1.1805813178681999
2016-12-31,21,20.81,1366,16.87,1.2335506203179087,16.17,1.2869511380218566
2016-12-31,2,19.6,830,16.87,1.1618256683436334,16.17,1.2121212064021332
2016-12-31,2,19.2,1399,16.87,1.1381149404182531,16.17,1.1873840389245385
2016-12-31,19,16.87,1366,16.87,0.9999999502529131,16.17,1.0432900383675503
2016-12-31,6,9.49,7046,16.87,0.562537020029647,16.17,0.5868892984059307
2016-12-31,3,21.3,1399,16.87,1.2625962620264997,16.17,1.3172541681819099
2016-12-31,6,10.99,1399,16.87,0.6514522497498231,16.17,0.6796536764469103
2016-12-31,2,19.23,1366,16.87,1.1398932450126567,16.17,1.189239326485358
2016-12-31,3,21.31,7046,16.87,1.263189030224634,16.17,1.3178725973688497
2016-12-31,2,19.6,7996,16.87,1.1618256683436334,16.17,1.2121212064021332
2016-12-31,21,19.78,910,16.87,1.1724954959100546,16.17,1.2232529317670506
2016-12-31,3,21.6,7996,16.87,1.2803793079705348,16.17,1.335807043790106
2016-12-31,6,10.5,6433,16.87,0.6224066080412322,16.17,0.649350646286857
2016-12-31,21,19.78,1399,16.87,1.1724954959100546,16.17,1.2232529317670506
2016-12-31,2,19.06,7046,16.87,1.12981618564437,16.17,1.1787260303073803
2017-01-01,19,16.41,2684,16.87,0.9727326131387257,16.17,1.0148422957683165
2017-01-01,6,10.4,3658,16.87,0.6164789260598872,16.17,0.6431663544174584
2017-01-01,2,18.15,1633,16.87,1.0758742796141298,16.17,1.1224489742958528
2017-01-01,2,18.46,2684,16.87,1.0942500937562998,16.17,1.1416202790909886
2017-01-01,6,8.0,3368,16.87,0.47421455850760547,16.17,0.49474334955189103
2017-01-01,6,9.39,6587,16.87,0.5566093380483019,16.17,0.5807050065365321
2017-01-01,6,7.95,7717,16.87,0.471250717516933,16.17,0.4916512036171917
2017-01-01,3,21.32,599,16.87,1.2637817984227686,16.17,1.3184910265557896
2017-01-01,6,8.5,4294,16.87,0.5038529684143308,16.17,0.5256648088988842
2017-01-01,19,17.9,5824,16.87,1.0610550746607672,16.17,1.106988244622356
2017-01-01,6,8.6,6586,16.87,0.5097806503956759,16.17,0.5318491007682828
2017-01-01,3,20.74,7717,16.87,1.229401242930967,16.17,1.2826221337132775
2017-01-01,19,16.75,599,16.87,0.992886731875299,16.17,1.035868888124272
2017-01-01,6,8.8,1028,16.87,0.521636014358366,16.17,0.5442176845070802
2017-01-01,21,19.78,599,16.87,1.1724954959100546,16.17,1.2232529317670506
2017-01-01,6,9.15,6588,16.87,0.5423829012930738,16.17,0.5658627060499754
2017-01-01,6,9.15,6589,16.87,0.5423829012930738,16.17,0.5658627060499754
2017-01-01,2,19.33,1904,16.87,1.1458209269940016,16.17,1.1954236183547566
2017-01-01,6,9.0,7781,16.87,0.5334913783210562,16.17,0.5565862682458774
2017-01-01,3,21.32,1904,16.87,1.2637817984227686,16.17,1.3184910265557896
2017-01-01,6,9.3,6798,16.87,0.5512744242650914,16.17,0.5751391438540734
2017-01-01,21,21.0,5824,16.87,1.2448132160824643,16.17,1.298701292573714
2017-01-01,6,11.49,7233,16.87,0.6810906596565484,16.17,0.7105751357939035
2017-01-01,6,11.49,7233,16.87,0.6810906596565484,16.17,0.7105751357939035
2017-01-01,21,19.18,2684,16.87,1.1369294040219842,16.17,1.1861471805506587
2017-01-01,6,9.8,1259,16.87,0.5809128341718167,16.17,0.6060606032010666
2017-01-01,21,19.18,7717,16.87,1.1369294040219842,16.17,1.1861471805506587
2017-01-01,3,20.74,2684,16.87,1.229401242930967,16.17,1.2826221337132775
2017-01-01,3,22.6,5824,16.87,1.3396561277839856,16.17,1.3976499624840923
2017-01-01,2,18.99,6861,16.87,1.1256668082574284,16.17,1.1743970259988012
2017-01-01,2,18.65,7717,16.87,1.1055126895208551,16.17,1.1533704336428459
2017-01-01,19,17.54,4431,16.87,1.039715419527925,16.17,1.084724793892521
2017-01-01,6,11.01,8372,16.87,0.652637786146092,16.17,0.68089053482079
2017-01-01,21,19.54,8453,16.87,1.1582690591548264,16.17,1.2084106312804939
2017-01-01,21,19.61,3037,16.87,1.1624184365417678,16.17,1.212739635589073
2017-01-01,19,17.98,7884,16.87,1.0657972202458434,16.17,1.111935678117875
2017-01-01,3,21.12,3037,16.87,1.2519264344600785,16.17,1.3061224428169924
2017-01-01,3,20.69,8453,16.87,1.2264374019402948,16.17,1.2795299877785782
2017-01-01,21,20.19,4431,16.87,1.1967989920335693,16.17,1.248608528431585
2017-01-01,2,18.99,3037,16.87,1.1256668082574284,16.17,1.1743970259988012
2017-01-01,21,20.6,7884,16.87,1.2211024881570842,16.17,1.2739641250961196
2017-01-01,3,20.99,7884,16.87,1.2442204478843297,16.17,1.298082863386774
2017-01-01,2,15.0,1952,16.87,0.8891522972017603,16.17,0.9276437804097957
2017-01-01,6,11.89,4431,16.87,0.7048013875819287,16.17,0.7353123032714981
2017-01-01,2,18.55,8453,16.87,1.0995850075395102,16.17,1.1471861417734475
2017-01-01,6,11.7,7827,16.87,0.693538791817373,16.17,0.7235621487196406
2017-01-01,2,19.68,7884,16.87,1.1665678139287095,16.17,1.217068639897652
2017-01-01,3,21.35,1754,16.87,1.2655601030171721,16.17,1.3203463141166092
2017-01-01,19,16.81,1633,16.87,0.9964433410641059,16.17,1.039579463245911
2017-01-01,3,21.99,4431,16.87,1.3034972676977805,16.17,1.3599257820807604
2017-01-01,19,16.73,7144,16.87,0.99170119547903,16.17,1.0346320297503921
2017-01-01,21,19.54,7144,16.87,1.1582690591548264,16.17,1.2084106312804939
2017-01-01,19,16.75,3037,16.87,0.992886731875299,16.17,1.035868888124272
2017-01-01,2,21.8,528,16.87,1.292234671933225,16.17,1.3481756275289032
2017-01-01,6,10.8,2649,16.87,0.6401896539852674,16.17,0.667903521895053
2017-01-01,6,8.99,1348,16.87,0.5328986101229217,16.17,0.5559678390589375
2017-01-01,3,22.46,4361,16.87,1.3313573730101025,16.17,1.3889919538669342
2017-01-01,21,20.36,4361,16.87,1.206876051401856,16.17,1.2591218246095626
2017-01-01,19,18.25,4361,16.87,1.081801961595475,16.17,1.1286332661652514
2017-01-01,2,20.46,4361,16.87,1.2128037333832011,16.17,1.2653061164789614
2017-01-01,6,10.0,7125,16.87,0.5927681981345069,16.17,0.6184291869398638
2017-01-01,2,22.5,2530,16.87,1.3337284458026404,16.17,1.3914656706146935
2017-01-01,2,23.3,6456,16.87,1.381149901653401,16.17,1.4409400055698827
2017-01-01,19,17.32,1754,16.87,1.026674519168966,16.17,1.071119351779844
2017-01-01,2,21.85,7125,16.87,1.2951985129238976,16.17,1.3512677734636025
2017-01-01,6,10.69,5034,16.87,0.6336692038057878,16.17,0.6611008008387144
