,Fecha,Venta
1386,2007-06-05,3.1
1387,2007-06-06,3.1
1388,2007-06-07,3.1
1389,2007-06-08,3.1
1390,2007-06-11,3.1
1391,2007-06-12,3.1
1392,2007-06-13,3.1
1393,2007-06-14,3.1
1394,2007-06-15,3.1
1395,2007-06-19,3.1
1396,2007-06-20,3.1
1397,2007-06-21,3.1
1398,2007-06-22,3.1
1399,2007-06-25,3.1
1400,2007-06-26,3.11
1401,2007-06-27,3.12
1402,2007-06-28,3.11
1403,2007-06-29,3.11
1404,2007-07-02,3.1
1405,2007-07-03,3.1
1406,2007-07-04,3.11
1407,2007-07-05,3.12
1408,2007-07-06,3.12
1409,2007-07-09,3.12
1410,2007-07-10,3.12
1411,2007-07-11,3.12
1412,2007-07-12,3.12
1413,2007-07-13,3.12
1414,2007-07-16,3.13
1415,2007-07-17,3.14
1416,2007-07-18,3.14
1417,2007-07-19,3.14
1418,2007-07-20,3.15
1419,2007-07-23,3.15
1420,2007-07-24,3.18
1421,2007-07-25,3.21
1422,2007-07-26,3.18
1423,2007-07-27,3.18
1424,2007-07-30,3.18
1425,2007-07-31,3.17
1426,2007-08-01,3.18
1427,2007-08-02,3.18
1428,2007-08-03,3.19
1429,2007-08-06,3.19
1430,2007-08-07,3.19
1431,2007-08-08,3.18
1432,2007-08-09,3.2
1433,2007-08-10,3.2
1434,2007-08-13,3.19
1435,2007-08-14,3.2
1436,2007-08-15,3.21
1437,2007-08-16,3.22
1438,2007-08-17,3.21
1439,2007-08-21,3.2
1440,2007-08-22,3.21
1441,2007-08-23,3.23
1442,2007-08-24,3.23
1443,2007-08-27,3.23
1444,2007-08-28,3.23
1445,2007-08-29,3.24
1446,2007-08-30,3.23
1447,2007-08-31,3.22
1448,2007-09-03,3.22
1449,2007-09-04,3.22
1450,2007-09-05,3.22
1451,2007-09-06,3.22
1452,2007-09-07,3.22
1453,2007-09-10,3.21
1454,2007-09-11,3.21
1455,2007-09-12,3.21
1456,2007-09-13,3.21
1457,2007-09-14,3.2
1458,2007-09-17,3.19
1459,2007-09-18,3.2
1460,2007-09-19,3.2
1461,2007-09-20,3.2
1462,2007-09-21,3.19
1463,2007-09-24,3.19
1464,2007-09-25,3.2
1465,2007-09-26,3.2
1466,2007-09-27,3.2
1467,2007-09-28,3.2
1468,2007-10-01,3.19
1469,2007-10-02,3.19
1470,2007-10-03,3.2
1471,2007-10-04,3.2
1472,2007-10-05,3.19
1473,2007-10-08,3.19
1474,2007-10-09,3.2
1475,2007-10-10,3.2
1476,2007-10-11,3.2
1477,2007-10-12,3.21
1478,2007-10-15,3.21
1479,2007-10-16,3.2
1480,2007-10-17,3.21
1481,2007-10-18,3.23
1482,2007-10-19,3.21
1483,2007-10-22,3.21
1484,2007-10-23,3.22
1485,2007-10-24,3.23
1486,2007-10-25,3.23
1487,2007-10-26,3.22
1488,2007-10-29,3.2
1489,2007-10-30,3.19
1490,2007-10-31,3.19
1491,2007-11-01,3.19
1492,2007-11-02,3.17
1493,2007-11-05,3.17
1494,2007-11-07,3.16
1495,2007-11-08,3.16
1496,2007-11-09,3.17
1497,2007-11-12,3.16
1498,2007-11-13,3.16
1499,2007-11-14,3.16
1500,2007-11-15,3.16
1501,2007-11-16,3.16
1502,2007-11-19,3.15
1503,2007-11-20,3.16
1504,2007-11-21,3.16
1505,2007-11-22,3.17
1506,2007-11-23,3.17
1507,2007-11-26,3.17
1508,2007-11-27,3.17
1509,2007-11-28,3.17
1510,2007-11-29,3.16
1511,2007-11-30,3.16
1512,2007-12-03,3.15
1513,2007-12-04,3.16
1514,2007-12-05,3.16
1515,2007-12-06,3.16
1516,2007-12-07,3.15
1517,2007-12-10,3.15
1518,2007-12-11,3.15
1519,2007-12-12,3.15
1520,2007-12-13,3.17
1521,2007-12-14,3.17
1522,2007-12-17,3.17
1523,2007-12-18,3.16
1524,2007-12-19,3.16
1525,2007-12-20,3.16
1526,2007-12-21,3.16
1527,2007-12-24,3.16
1528,2007-12-26,3.17
1529,2007-12-27,3.17
1530,2007-12-28,3.17
1531,2008-01-02,3.17
1532,2008-01-03,3.17
1533,2008-01-04,3.17
1534,2008-01-07,3.18
1535,2008-01-08,3.18
1536,2008-01-09,3.17
1537,2008-01-10,3.17
1538,2008-01-11,3.17
1539,2008-01-14,3.18
1540,2008-01-15,3.17
1541,2008-01-16,3.17
1542,2008-01-17,3.18
1543,2008-01-18,3.18
1544,2008-01-21,3.19
1545,2008-01-22,3.19
1546,2008-01-23,3.19
1547,2008-01-24,3.19
1548,2008-01-25,3.18
1549,2008-01-28,3.19
1550,2008-01-29,3.18
1551,2008-01-30,3.17
1552,2008-01-31,3.17
1553,2008-02-01,3.17
1554,2008-02-04,3.17
1555,2008-02-05,3.17
1556,2008-02-06,3.18
1557,2008-02-07,3.18
1558,2008-02-08,3.17
1559,2008-02-11,3.17
1560,2008-02-12,3.17
1561,2008-02-13,3.18
1562,2008-02-14,3.18
1563,2008-02-15,3.18
1564,2008-02-18,3.18
1565,2008-02-19,3.18
1566,2008-02-20,3.18
1567,2008-02-21,3.18
1568,2008-02-22,3.18
1569,2008-02-25,3.18
1570,2008-02-26,3.18
1571,2008-02-27,3.19
1572,2008-02-28,3.19
1573,2008-02-29,3.19
1574,2008-03-03,3.18
1575,2008-03-04,3.17
1576,2008-03-05,3.18
1577,2008-03-06,3.18
1578,2008-03-07,3.17
1579,2008-03-10,3.17
1580,2008-03-11,3.17
1581,2008-03-12,3.17
1582,2008-03-13,3.18
1583,2008-03-14,3.19
1584,2008-03-17,3.19
1585,2008-03-18,3.19
1586,2008-03-19,3.18
1587,2008-03-24,3.18
1588,2008-03-25,3.18
1589,2008-03-26,3.19
1590,2008-03-27,3.2
1591,2008-03-28,3.19
1592,2008-03-31,3.19
1593,2008-04-01,3.19
1594,2008-04-02,3.19
1595,2008-04-03,3.19
1596,2008-04-04,3.19
1597,2008-04-07,3.18
1598,2008-04-08,3.18
1599,2008-04-09,3.19
1600,2008-04-10,3.2
1601,2008-04-11,3.19
1602,2008-04-14,3.18
1603,2008-04-15,3.19
1604,2008-04-16,3.2
1605,2008-04-17,3.23
1606,2008-04-18,3.21
1607,2008-04-21,3.22
1608,2008-04-22,3.23
1609,2008-04-23,3.25
1610,2008-04-24,3.25
1611,2008-04-25,3.25
1612,2008-04-28,3.23
1613,2008-04-29,3.23
1614,2008-04-30,3.23
1615,2008-05-02,3.23
1616,2008-05-05,3.23
1617,2008-05-06,3.23
1618,2008-05-07,3.25
1619,2008-05-08,3.26
1620,2008-05-09,3.27
1621,2008-05-12,3.28
1622,2008-05-13,3.27
1623,2008-05-14,3.26
1624,2008-05-15,3.26
1625,2008-05-16,3.24
1626,2008-05-19,3.22
1627,2008-05-20,3.21
1628,2008-05-21,3.21
1629,2008-05-22,3.22
1630,2008-05-23,3.23
1631,2008-05-26,3.22
1632,2008-05-27,3.21
1633,2008-05-28,3.2
1634,2008-05-29,3.2
1635,2008-05-30,3.18
1636,2008-06-02,3.16
1637,2008-06-03,3.15
1638,2008-06-04,3.16
1639,2008-06-05,3.15
1640,2008-06-06,3.16
1641,2008-06-09,3.15
1642,2008-06-10,3.14
1643,2008-06-11,3.13
1644,2008-06-12,3.13
1645,2008-06-13,3.12
1646,2008-06-16,3.12
1647,2008-06-17,3.13
1648,2008-06-18,3.12
1649,2008-06-19,3.11
1650,2008-06-20,3.1
1651,2008-06-23,3.08
1652,2008-06-24,3.06
1653,2008-06-25,3.08
1654,2008-06-26,3.09
1655,2008-06-27,3.09
1656,2008-06-30,3.06
1657,2008-07-01,3.05
1658,2008-07-02,3.06
1659,2008-07-03,3.07
1660,2008-07-04,3.05
1661,2008-07-07,3.05
1662,2008-07-08,3.06
1663,2008-07-10,3.07
1664,2008-07-11,3.08
1665,2008-07-14,3.08
1666,2008-07-15,3.07
1667,2008-07-16,3.09
1668,2008-07-17,3.08
1669,2008-07-18,3.08
1670,2008-07-21,3.08
1671,2008-07-22,3.07
1672,2008-07-23,3.06
1673,2008-07-24,3.07
1674,2008-07-25,3.07
1675,2008-07-28,3.07
1676,2008-07-29,3.07
1677,2008-07-30,3.06
1678,2008-07-31,3.07
1679,2008-08-01,3.06
1680,2008-08-04,3.06
1681,2008-08-05,3.06
1682,2008-08-06,3.06
1683,2008-08-07,3.07
1684,2008-08-08,3.08
1685,2008-08-11,3.07
1686,2008-08-12,3.08
1687,2008-08-13,3.08
1688,2008-08-14,3.08
1689,2008-08-15,3.07
1690,2008-08-19,3.07
1691,2008-08-20,3.07
1692,2008-08-21,3.07
1693,2008-08-22,3.07
1694,2008-08-25,3.07
1695,2008-08-26,3.07
1696,2008-08-27,3.07
1697,2008-08-28,3.07
1698,2008-08-29,3.07
1699,2008-09-01,3.06
1700,2008-09-02,3.06
1701,2008-09-03,3.07
1702,2008-09-04,3.08
1703,2008-09-05,3.07
1704,2008-09-08,3.07
1705,2008-09-09,3.08
1706,2008-09-10,3.13
1707,2008-09-11,3.12
1708,2008-09-12,3.12
1709,2008-09-15,3.14
1710,2008-09-16,3.17
1711,2008-09-17,3.18
1712,2008-09-18,3.2
1713,2008-09-19,3.16
1714,2008-09-22,3.14
1715,2008-09-23,3.15
1716,2008-09-24,3.16
1717,2008-09-25,3.15
1718,2008-09-26,3.15
1719,2008-09-29,3.14
1720,2008-09-30,3.16
1721,2008-10-01,3.16
1722,2008-10-02,3.17
1723,2008-10-03,3.18
1724,2008-10-06,3.24
1725,2008-10-07,3.32
1726,2008-10-08,3.3
1727,2008-10-09,3.33
1728,2008-10-10,3.37
1729,2008-10-14,3.26
1730,2008-10-15,3.29
1731,2008-10-16,3.33
1732,2008-10-17,3.32
1733,2008-10-20,3.29
1734,2008-10-21,3.3
1735,2008-10-22,3.3
1736,2008-10-23,3.36
1737,2008-10-24,3.44
1738,2008-10-27,3.4
1739,2008-10-28,3.45
1740,2008-10-29,3.47
1741,2008-10-30,3.48
1742,2008-10-31,3.48
1743,2008-11-03,3.43
1744,2008-11-04,3.38
1745,2008-11-07,3.35
1746,2008-11-10,3.32
1747,2008-11-11,3.33
1748,2008-11-12,3.38
1749,2008-11-13,3.39
1750,2008-11-14,3.37
1751,2008-11-17,3.36
1752,2008-11-18,3.37
1753,2008-11-19,3.38
1754,2008-11-20,3.38
1755,2008-11-21,3.38
1756,2008-11-24,3.38
1757,2008-11-25,3.38
1758,2008-11-26,3.4
1759,2008-11-27,3.41
1760,2008-11-28,3.42
1761,2008-12-01,3.41
1762,2008-12-02,3.43
1763,2008-12-03,3.47
1764,2008-12-04,3.5
1765,2008-12-05,3.51
1766,2008-12-08,3.51
1767,2008-12-09,3.5
1768,2008-12-10,3.47
1769,2008-12-11,3.48
1770,2008-12-12,3.47
1771,2008-12-15,3.47
1772,2008-12-16,3.47
1773,2008-12-17,3.47
1774,2008-12-18,3.47
1775,2008-12-19,3.47
1776,2008-12-22,3.46
1777,2008-12-23,3.45
1778,2008-12-29,3.51
1779,2008-12-30,3.54
1780,2008-12-31,3.54
1781,2009-01-02,3.54
1782,2009-01-05,3.52
1783,2009-01-06,3.54
1784,2009-01-07,3.55
1785,2009-01-08,3.54
1786,2009-01-09,3.54
1787,2009-01-12,3.52
1788,2009-01-13,3.52
1789,2009-01-14,3.53
1790,2009-01-15,3.54
1791,2009-01-16,3.53
1792,2009-01-19,3.51
1793,2009-01-20,3.52
1794,2009-01-21,3.51
1795,2009-01-22,3.52
1796,2009-01-23,3.52
1797,2009-01-26,3.53
1798,2009-01-27,3.53
1799,2009-01-28,3.55
1800,2009-01-29,3.55
1801,2009-01-30,3.55
1802,2009-02-02,3.53
1803,2009-02-03,3.54
1804,2009-02-04,3.55
1805,2009-02-05,3.56
1806,2009-02-06,3.55
1807,2009-02-09,3.55
1808,2009-02-10,3.54
1809,2009-02-11,3.54
1810,2009-02-12,3.55
1811,2009-02-13,3.55
1812,2009-02-16,3.54
1813,2009-02-17,3.55
1814,2009-02-18,3.57
1815,2009-02-19,3.61
1816,2009-02-20,3.63
1817,2009-02-23,3.65
1818,2009-02-24,3.68
1819,2009-02-25,3.68
1820,2009-02-26,3.65
1821,2009-02-27,3.64
1822,2009-03-02,3.67
1823,2009-03-03,3.7
1824,2009-03-04,3.73
1825,2009-03-05,3.73
1826,2009-03-06,3.72
1827,2009-03-09,3.72
1828,2009-03-10,3.72
1829,2009-03-11,3.73
1830,2009-03-12,3.74
1831,2009-03-13,3.74
1832,2009-03-16,3.74
1833,2009-03-17,3.74
1834,2009-03-18,3.75
1835,2009-03-19,3.75
1836,2009-03-20,3.76
1837,2009-03-23,3.77
1838,2009-03-25,3.76
1839,2009-03-26,3.79
1840,2009-03-27,3.82
1841,2009-03-30,3.82
1842,2009-03-31,3.79
1843,2009-04-01,3.78
1844,2009-04-03,3.75
1845,2009-04-06,3.7
1846,2009-04-07,3.71
1847,2009-04-08,3.72
1848,2009-04-13,3.7
1849,2009-04-14,3.72
1850,2009-04-15,3.72
1851,2009-04-16,3.73
1852,2009-04-17,3.74
1853,2009-04-20,3.73
1854,2009-04-21,3.73
1855,2009-04-22,3.74
1856,2009-04-23,3.74
1857,2009-04-24,3.75
1858,2009-04-27,3.74
1859,2009-04-28,3.75
1860,2009-04-29,3.75
1861,2009-04-30,3.74
1862,2009-05-04,3.74
1863,2009-05-05,3.73
1864,2009-05-06,3.74
1865,2009-05-07,3.75
1866,2009-05-08,3.75
1867,2009-05-11,3.75
1868,2009-05-12,3.76
1869,2009-05-13,3.77
1870,2009-05-14,3.79
1871,2009-05-15,3.78
1872,2009-05-18,3.77
1873,2009-05-19,3.79
1874,2009-05-20,3.8
1875,2009-05-21,3.8
1876,2009-05-22,3.81
1877,2009-05-26,3.8
1878,2009-05-27,3.79
1879,2009-05-28,3.8
1880,2009-05-29,3.81
1881,2009-06-01,3.81
1882,2009-06-02,3.81
1883,2009-06-03,3.81
1884,2009-06-04,3.81
1885,2009-06-05,3.81
1886,2009-06-08,3.81
1887,2009-06-09,3.81
1888,2009-06-10,3.82
1889,2009-06-11,3.84
1890,2009-06-12,3.85
1891,2009-06-16,3.84
1892,2009-06-17,3.85
1893,2009-06-18,3.86
1894,2009-06-19,3.89
1895,2009-06-22,3.9
1896,2009-06-23,3.9
1897,2009-06-24,3.89
1898,2009-06-25,3.89
1899,2009-06-26,3.89
1900,2009-06-29,3.84
1901,2009-06-30,3.84
1902,2009-07-01,3.85
1903,2009-07-02,3.86
1904,2009-07-03,3.85
1905,2009-07-06,3.83
1906,2009-07-07,3.84
1907,2009-07-08,3.84
1908,2009-07-09,3.84
1909,2009-07-10,3.84
1910,2009-07-13,3.84
1911,2009-07-14,3.84
1912,2009-07-15,3.86
1913,2009-07-16,3.88
1914,2009-07-17,3.88
1915,2009-07-20,3.87
1916,2009-07-21,3.88
1917,2009-07-22,3.88
1918,2009-07-23,3.89
1919,2009-07-24,3.89
1920,2009-07-27,3.88
1921,2009-07-28,3.86
1922,2009-07-29,3.87
1923,2009-07-30,3.88
1924,2009-07-31,3.87
1925,2009-08-03,3.87
1926,2009-08-04,3.86
1927,2009-08-05,3.86
1928,2009-08-06,3.85
1929,2009-08-07,3.85
1930,2009-08-10,3.84
1931,2009-08-11,3.85
1932,2009-08-12,3.85
1933,2009-08-13,3.87
1934,2009-08-14,3.86
1935,2009-08-18,3.87
1936,2009-08-19,3.88
1937,2009-08-20,3.89
1938,2009-08-21,3.88
1939,2009-08-24,3.87
1940,2009-08-25,3.86
1941,2009-08-26,3.86
1942,2009-08-27,3.86
1943,2009-08-28,3.86
1944,2009-08-31,3.85
1945,2009-09-01,3.85
1946,2009-09-02,3.86
1947,2009-09-03,3.87
1948,2009-09-04,3.85
1949,2009-09-07,3.84
1950,2009-09-08,3.84
1951,2009-09-09,3.84
1952,2009-09-10,3.86
1953,2009-09-11,3.86
1954,2009-09-14,3.86
1955,2009-09-15,3.85
1956,2009-09-16,3.85
1957,2009-09-17,3.86
1958,2009-09-18,3.86
1959,2009-09-21,3.86
1960,2009-09-22,3.86
1961,2009-09-23,3.87
1962,2009-09-24,3.87
1963,2009-09-25,3.87
1964,2009-09-28,3.86
1965,2009-09-29,3.85
1966,2009-09-30,3.84
1967,2009-10-01,3.84
1968,2009-10-02,3.84
1969,2009-10-05,3.84
1970,2009-10-06,3.83
1971,2009-10-07,3.84
1972,2009-10-08,3.84
1973,2009-10-09,3.83
1974,2009-10-13,3.83
1975,2009-10-14,3.83
1976,2009-10-15,3.82
1977,2009-10-16,3.83
1978,2009-10-19,3.83
1979,2009-10-20,3.83
1980,2009-10-21,3.84
1981,2009-10-22,3.84
1982,2009-10-23,3.83
1983,2009-10-26,3.83
1984,2009-10-27,3.83
1985,2009-10-28,3.84
1986,2009-10-29,3.83
1987,2009-10-30,3.82
1988,2009-11-02,3.81
1989,2009-11-03,3.81
1990,2009-11-04,3.81
1991,2009-11-05,3.8
1992,2009-11-09,3.79
1993,2009-11-10,3.79
1994,2009-11-11,3.8
1995,2009-11-12,3.81
1996,2009-11-13,3.82
1997,2009-11-16,3.82
1998,2009-11-17,3.83
1999,2009-11-18,3.84
2000,2009-11-19,3.84
2001,2009-11-20,3.83
2002,2009-11-23,3.82
2003,2009-11-24,3.82
2004,2009-11-25,3.82
2005,2009-11-26,3.82
2006,2009-11-27,3.82
2007,2009-11-30,3.8
2008,2009-12-01,3.8
2009,2009-12-02,3.81
2010,2009-12-03,3.81
2011,2009-12-04,3.81
2012,2009-12-07,3.8
2013,2009-12-09,3.8
2014,2009-12-10,3.81
2015,2009-12-11,3.81
2016,2009-12-14,3.82
2017,2009-12-15,3.83
2018,2009-12-16,3.85
2019,2009-12-17,3.85
2020,2009-12-18,3.84
2021,2009-12-21,3.83
2022,2009-12-22,3.84
2023,2009-12-23,3.84
2024,2009-12-24,3.84
2025,2009-12-28,3.85
2026,2009-12-29,3.87
2027,2009-12-30,3.86
2028,2010-01-04,3.86
2029,2010-01-05,3.86
2030,2010-01-06,3.88
2031,2010-01-07,3.87
2032,2010-01-08,3.87
2033,2010-01-11,3.87
2034,2010-01-12,3.87
2035,2010-01-13,3.89
2036,2010-01-14,3.89
2037,2010-01-15,3.89
2038,2010-01-18,3.87
2039,2010-01-19,3.88
2040,2010-01-20,3.88
2041,2010-01-21,3.88
2042,2010-01-22,3.88
2043,2010-01-25,3.88
2044,2010-01-26,3.89
2045,2010-01-27,3.9
2046,2010-01-28,3.89
2047,2010-01-29,3.88
2048,2010-02-01,3.89
2049,2010-02-02,3.91
2050,2010-02-03,3.91
2051,2010-02-04,3.92
2052,2010-02-05,3.91
2053,2010-02-08,3.9
2054,2010-02-09,3.91
2055,2010-02-10,3.93
2056,2010-02-11,3.93
2057,2010-02-12,3.94
2058,2010-02-15,3.94
2059,2010-02-16,3.94
2060,2010-02-17,3.95
2061,2010-02-18,3.95
2062,2010-02-19,3.94
2063,2010-02-22,3.93
2064,2010-02-23,3.93
2065,2010-02-24,3.93
2066,2010-02-25,3.93
2067,2010-02-26,3.93
2068,2010-03-01,3.9
2069,2010-03-02,3.91
2070,2010-03-03,3.91
2071,2010-03-04,3.91
2072,2010-03-05,3.91
2073,2010-03-08,3.9
2074,2010-03-09,3.9
2075,2010-03-10,3.91
2076,2010-03-11,3.91
2077,2010-03-12,3.91
2078,2010-03-15,3.91
2079,2010-03-16,3.91
2080,2010-03-17,3.91
2081,2010-03-18,3.91
2082,2010-03-19,3.9
2083,2010-03-22,3.9
2084,2010-03-23,3.9
2085,2010-03-25,3.9
2086,2010-03-26,3.9
2087,2010-03-29,3.9
2088,2010-03-30,3.89
2089,2010-03-31,3.89
2090,2010-04-01,3.89
2091,2010-04-05,3.87
2092,2010-04-06,3.87
2093,2010-04-07,3.9
2094,2010-04-08,3.9
2095,2010-04-09,3.89
2096,2010-04-12,3.89
2097,2010-04-13,3.9
2098,2010-04-14,3.92
2099,2010-04-15,3.92
2100,2010-04-16,3.92
2101,2010-04-19,3.92
2102,2010-04-20,3.92
2103,2010-04-21,3.92
2104,2010-04-22,3.92
2105,2010-04-23,3.92
2106,2010-04-26,3.92
2107,2010-04-27,3.92
2108,2010-04-28,3.91
2109,2010-04-29,3.92
2110,2010-04-30,3.92
2111,2010-05-03,3.91
2112,2010-05-04,3.91
2113,2010-05-05,3.92
2114,2010-05-06,3.93
2115,2010-05-07,3.93
2116,2010-05-10,3.92
2117,2010-05-11,3.93
2118,2010-05-12,3.94
2119,2010-05-13,3.95
2120,2010-05-14,3.95
2121,2010-05-17,3.94
2122,2010-05-18,3.94
2123,2010-05-19,3.96
2124,2010-05-20,3.97
2125,2010-05-21,3.96
2126,2010-05-26,3.96
2127,2010-05-27,3.96
2128,2010-05-28,3.96
2129,2010-05-31,3.97
2130,2010-06-01,3.97
2131,2010-06-02,4.0
2132,2010-06-03,4.0
2133,2010-06-04,4.0
2134,2010-06-07,3.99
2135,2010-06-08,4.0
2136,2010-06-09,4.01
2137,2010-06-10,4.04
2138,2010-06-11,4.01
2139,2010-06-14,4.0
2140,2010-06-15,4.02
2141,2010-06-16,4.02
2142,2010-06-17,4.03
2143,2010-06-18,4.03
2144,2010-06-22,4.02
2145,2010-06-23,4.02
2146,2010-06-24,4.03
2147,2010-06-25,4.02
2148,2010-06-28,4.0
2149,2010-06-29,4.0
2150,2010-06-30,4.01
2151,2010-07-01,4.01
2152,2010-07-02,4.01
2153,2010-07-05,4.0
2154,2010-07-06,3.99
2155,2010-07-07,3.98
2156,2010-07-08,3.98
2157,2010-07-12,3.98
2158,2010-07-13,4.01
2159,2010-07-14,4.0
2160,2010-07-15,4.01
2161,2010-07-16,4.01
2162,2010-07-19,4.01
2163,2010-07-20,4.01
2164,2010-07-21,4.01
2165,2010-07-22,4.02
2166,2010-07-23,4.02
2167,2010-07-26,4.02
2168,2010-07-27,4.03
2169,2010-07-28,4.03
2170,2010-07-29,4.03
2171,2010-07-30,4.03
2172,2010-08-02,4.02
2173,2010-08-03,4.02
2174,2010-08-04,4.01
2175,2010-08-05,4.02
2176,2010-08-06,3.99
2177,2010-08-09,4.0
2178,2010-08-10,4.0
2179,2010-08-11,4.0
2180,2010-08-12,4.01
2181,2010-08-13,4.02
2182,2010-08-17,4.01
2183,2010-08-18,4.01
2184,2010-08-19,4.01
2185,2010-08-20,4.0
2186,2010-08-23,4.0
2187,2010-08-24,4.02
2188,2010-08-25,4.03
2189,2010-08-26,4.03
2190,2010-08-27,4.02
2191,2010-08-30,4.01
2192,2010-08-31,4.01
2193,2010-09-01,4.0
2194,2010-09-02,4.01
2195,2010-09-03,4.0
2196,2010-09-06,4.0
2197,2010-09-07,3.99
2198,2010-09-08,3.99
2199,2010-09-09,4.01
2200,2010-09-10,4.0
2201,2010-09-13,4.0
2202,2010-09-14,4.01
2203,2010-09-15,4.01
2204,2010-09-16,4.01
2205,2010-09-17,4.01
2206,2010-09-20,4.01
2207,2010-09-21,4.01
2208,2010-09-22,4.02
2209,2010-09-23,4.03
2210,2010-09-24,4.03
2211,2010-09-27,4.02
2212,2010-09-28,4.03
2213,2010-09-29,4.03
2214,2010-09-30,4.03
2215,2010-10-01,4.03
2216,2010-10-04,4.02
2217,2010-10-05,4.02
2218,2010-10-06,4.02
2219,2010-10-07,4.01
2220,2010-10-08,4.0
2221,2010-10-12,4.0
2222,2010-10-13,4.02
2223,2010-10-14,4.02
2224,2010-10-15,4.03
2225,2010-10-18,4.03
2226,2010-10-19,4.03
2227,2010-10-20,4.04
2228,2010-10-21,4.04
2229,2010-10-22,4.04
2230,2010-10-25,4.04
2231,2010-10-26,4.04
2232,2010-10-28,4.04
2233,2010-10-29,4.04
2234,2010-11-01,4.03
2235,2010-11-02,4.04
2236,2010-11-03,4.04
2237,2010-11-04,4.04
2238,2010-11-05,4.02
2239,2010-11-08,4.02
2240,2010-11-09,4.02
2241,2010-11-10,4.03
2242,2010-11-11,4.04
2243,2010-11-12,4.04
2244,2010-11-15,4.03
2245,2010-11-16,4.04
2246,2010-11-17,4.05
2247,2010-11-18,4.06
2248,2010-11-19,4.06
2249,2010-11-23,4.05
2250,2010-11-24,4.07
2251,2010-11-25,4.07
2252,2010-11-26,4.07
2253,2010-11-29,4.06
2254,2010-11-30,4.07
2255,2010-12-01,4.06
2256,2010-12-02,4.07
2257,2010-12-03,4.06
2258,2010-12-06,4.04
2259,2010-12-07,4.04
2260,2010-12-09,4.04
2261,2010-12-10,4.04
2262,2010-12-13,4.05
2263,2010-12-14,4.05
2264,2010-12-15,4.07
2265,2010-12-16,4.07
2266,2010-12-17,4.08
2267,2010-12-20,4.07
2268,2010-12-21,4.07
2269,2010-12-22,4.08
2270,2010-12-23,4.09
2271,2010-12-27,4.09
2272,2010-12-28,4.11
2273,2010-12-29,4.12
2274,2010-12-30,4.11
2275,2011-01-03,4.11
2276,2011-01-04,4.12
2277,2011-01-05,4.14
2278,2011-01-06,4.14
2279,2011-01-07,4.12
2280,2011-01-10,4.11
2281,2011-01-11,4.13
2282,2011-01-12,4.13
2283,2011-01-13,4.14
2284,2011-01-14,4.14
2285,2011-01-17,4.13
2286,2011-01-18,4.15
2287,2011-01-19,4.15
2288,2011-01-20,4.15
2289,2011-01-21,4.15
2290,2011-01-24,4.14
2291,2011-01-25,4.14
2292,2011-01-26,4.15
2293,2011-01-27,4.15
2294,2011-01-28,4.15
2295,2011-01-31,4.14
2296,2011-02-01,4.13
2297,2011-02-02,4.12
2298,2011-02-03,4.12
2299,2011-02-04,4.12
2300,2011-02-07,4.12
2301,2011-02-08,4.14
2302,2011-02-09,4.14
2303,2011-02-10,4.14
2304,2011-02-11,4.15
2305,2011-02-14,4.14
2306,2011-02-15,4.16
2307,2011-02-16,4.17
2308,2011-02-17,4.18
2309,2011-02-18,4.18
2310,2011-02-21,4.16
2311,2011-02-22,4.16
2312,2011-02-23,4.17
2313,2011-02-24,4.17
2314,2011-02-25,4.17
2315,2011-02-28,4.15
2316,2011-03-01,4.15
2317,2011-03-02,4.15
2318,2011-03-03,4.14
2319,2011-03-04,4.13
2320,2011-03-09,4.12
2321,2011-03-10,4.11
2322,2011-03-11,4.14
2323,2011-03-14,4.14
2324,2011-03-15,4.16
2325,2011-03-16,4.17
2326,2011-03-17,4.16
2327,2011-03-18,4.16
2328,2011-03-21,4.16
2329,2011-03-22,4.16
2330,2011-03-23,4.17
2331,2011-03-28,4.17
2332,2011-03-29,4.17
2333,2011-03-30,4.16
2334,2011-03-31,4.16
2335,2011-04-01,4.16
2336,2011-04-04,4.16
2337,2011-04-05,4.16
2338,2011-04-06,4.16
2339,2011-04-07,4.16
2340,2011-04-08,4.16
2341,2011-04-11,4.16
2342,2011-04-12,4.17
2343,2011-04-13,4.18
2344,2011-04-14,4.2
2345,2011-04-15,4.2
2346,2011-04-18,4.2
2347,2011-04-19,4.22
2348,2011-04-20,4.22
2349,2011-04-25,4.25
2350,2011-04-26,4.28
2351,2011-04-27,4.29
2352,2011-04-28,4.33
2353,2011-04-29,4.31
2354,2011-05-02,4.27
2355,2011-05-03,4.29
2356,2011-05-04,4.27
2357,2011-05-05,4.27
2358,2011-05-06,4.27
2359,2011-05-09,4.27
2360,2011-05-10,4.28
2361,2011-05-11,4.28
2362,2011-05-12,4.29
2363,2011-05-13,4.29
2364,2011-05-16,4.29
2365,2011-05-17,4.32
2366,2011-05-18,4.32
2367,2011-05-19,4.33
2368,2011-05-20,4.33
2369,2011-05-23,4.34
2370,2011-05-24,4.35
2371,2011-05-26,4.34
2372,2011-05-27,4.34
2373,2011-05-30,4.33
2374,2011-05-31,4.3
2375,2011-06-01,4.31
2376,2011-06-02,4.3
2377,2011-06-03,4.28
2378,2011-06-06,4.27
2379,2011-06-07,4.26
2380,2011-06-08,4.28
2381,2011-06-09,4.26
2382,2011-06-10,4.26
2383,2011-06-13,4.26
2384,2011-06-14,4.29
